,date,thumbsUpCount,comment,score,review score
5722,2021-03-11,0,송금할 때 타은행 앱보다 훨씬 편해요 다양한 정보와 상품들도 확인할 수 있어 좋아요,5,9.0
5723,2021-03-11,0,좋은 앱인 거 같아요,5,3.0
5724,2021-03-11,0,편하고 좋아요 특히 대기표 미리 뽑는 건 바쁠 때 진짜 유용해요,5,9.6
5725,2021-03-11,0,메뉴가 알아보기 쉽게 되어 있어요 이체도 생체 인식이나 간편 번호로 OTP 없이 가능하니 정말 편해요,5,9.5
5726,2021-03-11,0,역시 KB국민은행 금융 기술이 최고,5,5.0
5727,2021-03-11,0,사용자 편의를 고려했고 오픈뱅킹 이용 시 타 금융기관을 kb금융 이용하듯 아주 편리합니다,5,6.0
5728,2021-03-11,0,편리하고 보기 쉬워요,5,6.0
5729,2021-03-11,0,OTP 없이 은행 업무 볼 수 있어서 엄청 편리하고 좋아요,5,8.0
5730,2021-03-11,0,항상 이용하는 어플 편리하고 바뀔 때마다 쓰기 좋아요,5,3.0
5731,2021-03-11,0,수년 전부터 잘 이용하고 있습니다,5,2.0
5732,2021-03-11,0,앱으로 뱅킹 및 계좌관리 편리해요 모바일 번호표 발급하여 은행 업무처리도 수월하여 좋네요 오류 없이 만족하며 사용합니다,4,3.0
5733,2021-03-11,0,문제없이 잘 사용하고 있습니다 작은 일들은 앱으로 처리하다 보니 너무 편해요,4,9.0
5734,2021-03-11,0,사용 편의를 높이려고 꾸준하게 업데이트되고 잘 쓰고 있어요,5,2.0
5735,2021-03-11,0,지문으로 바로 이용 가능하여 편리하고 좋네요,5,7.0
5736,2021-03-11,0,앱 구동도 빠르고 좋음,5,3.0
5737,2021-03-11,0,깔끔하여 사용하기 편리하고 오류 없이 잘 사용하고 있어요,5,1.0
5738,2021-03-11,0,전보다는 좀 나아졌네요,5,2.25
5739,2021-03-11,0,상품 가입이나 전체적으로 편리하게 돼있다는 느낌이 들고 챗봇은 키워드를 여러 번 넣어야 되는 과정이 조금 불편했어요,4,1.5
5740,2021-03-11,0,타 앱과 다르게 다른 은행권도 잰고 확인 및 이체가 가능해 너무 편리합니다,5,7.0
5741,2021-03-11,0,사용하기 편함 바로 이체 가능하고 보안도 좋아요,5,4.0
5742,2021-03-11,0,유용하게 잘 이용하고 있습니다,5,5.0
5743,2021-03-11,0,1 대 1상담을 늦은 시간에도 할 수 있어서 바쁜 직장인에게 좋아요,5,-1.0
5744,2021-03-11,0,빠른 진행 절차 간단한 인증,5,4.5
5745,2021-03-11,0,사용하기 편리하고 업그레이드될 때마다 더 편해져서 좋아요,5,12.5
5746,2021-03-11,0,국민은행 스타뱅킹 편하게 잘 사용하고 있어요,5,2.0
5747,2021-03-11,0,보안이 불안하다고 느껴서 사용을 하지 않았습니다 처음에는요 공인인증서가 만료되어서 등 떠밀린 격으로 사용하게 된 스타뱅킹 앱 생각보다 보안이 강력한 것 같아서 안심입니다 휴대폰으로 은행 업무를 편하게 볼 수 있는 건 덤이네요 앞으로도 보안에 더욱 신경 써주시길 바랍니다,5,1.2
5748,2021-03-11,0,앱 사용 중 다른 보안 프로그램 연동되는 것이 매우 불편 은행 자체 개선이 매우 필요 또한 신분증 촬영이 많은 시도를 해야 됨 어플이 다른 은행보다 불편한 것도 있음,3,-8.5
5749,2021-03-11,0,20년 넘게 첫 월급통장으로 만들 국민은행 지금까지 하나은행만 거래해서 vvip네요 쭉 국민은행과 평생 하렵니다 편하고 이모티콘도 귀여워서 한눈에 잘 들어와요,5,10.2
5750,2021-03-11,0,두세 개 은행 뱅킹을 사용하고 있는데 접근성이 가장 좋아요 화면 UI도 눈에 쉽게 들어오고 바쁜 현대인들에게 적합한 은행 어플이지 아닐까요,5,8.0
5751,2021-03-11,0,스타뱅킹 앱 설치 후 사용했는데 간편하게 이용할 수 있어 좋아요,5,6.0
5752,2021-03-11,0,거리가 있어 은행거래가 불편함에 불구하고 스타뱅킹 앱으로 할 수 있는 거래가 다양해서 주거래은행으로 잘 쓰고 있습니다,5,-1.0
5753,2021-03-11,0,앱으로 간편하게 사용할 수 있어 잘 활용하고 있습니다,5,5.0
5754,2021-03-11,0,컴퓨터 온라인 뱅킹보다 훨씬 편합니다 유저 인터페이스도 식별 및 사용이 쉬워 어르신들도 쉽게 이용하실 수 있을 정도라 무척 좋습니다  ,5,13.5
5755,2021-03-11,0,전에는 통장이나 카드로 하다가 스마트뱅킹을 하게 되니 너무 좋습니다 앱도 들어가기 쉽고 한눈에 보이는 시안성 고유의 노랑 바탕이 봄날과 같네요,5,11.0
5756,2021-03-11,0,편하고 복잡하지도 않아서 사용하기 너무 편합니다 굿굿,5,16.0
5757,2021-03-11,0,편리하고 빠르고 좋아요,5,7.0
5758,2021-03-11,0,굉장히 빠르고 잘 만든 은행 앱이에요 잘 쓰고 있어요,5,6.0
5759,2021-03-11,0,리브 메이트도 그렇고 편하게 잘 이용하고 있어요,5,4.0
5760,2021-03-11,0,어렵지 않게 구성되어 있어서 잘 사용하고 있습니다,5,3.0
5761,2021-03-11,0,모바일 인증서 있어서 젤 좋고요 여러 이벤트가 있어서 주거래은행으로 편하게 잘 쓰고 있습니다,5,2.0
5762,2021-03-11,0,잘 사용하고 있어요 KB 통합되어 있어서 더 사용하기 편해졌고 자주 사용하는 게 메인화면에 배치되니 바로 쓸 수 있어 좋아요,5,11.5
5763,2021-03-11,0,다양한 기능이 있고 편리함,5,3.0
5764,2021-03-11,0,아니 인증서 갱신 프로세스가 이상합니다  인증서 갱신하려고 갱신 요청을 했는데 내부 프로세스가 잘못된 건지 갱신 과정에 기존 인증서로 인증하는 부분에서 인증서가 삭제되어 재발급 받으라고 나오네요 예상 프로세스가 현재 인증서 갱신 요청  기존 인증서 삭제  기존 인증서로 인증  인증서 갱신 이렇게 진행되고 있는 거 같은데 삭제를 제일 마지막에 해야 할거 아닌가요  중간에 인증서가 삭제돼서 갱신이 아닌 재발급을 받아야 하잖아요 프로세스 좀 고쳐주시죠,1,-16.5
5765,2021-03-11,0,이벤트가 많아져서 자주 접속했으면 합니다,5,2.0
5766,2021-03-11,0,역시 국민은행 좋아요,5,0.0
5767,2021-03-11,0,오랫동안 사용하였는데 오류도 없고 만족해요 사용하기에 복잡하지 않고 간편한 것도 좋아요 다만 kb 관련 앱이 통합되면 좋을 것 같아요,5,18.0
5768,2021-03-11,0,손쉽게 사용할 수 있다는 장점 주거래 은행이 아닌데도 너무 자주 이용합니다,5,8.0
5769,2021-03-11,30,요즘 어플 잘 사용하고 있어요 예전에는 안정화 문제가 좀 있었던 것 같은데 현재는 튕기는 것도 없고 좋네요 만족하며 쓰고 있어요,5,11.5
5770,2021-03-11,0,주거래 은행이다 보니 거의 매일 이용하는데 사용하는데 불편함이 없네요,5,-4.0
5771,2021-03-11,0,정말 편해 요강 추는 행 모바일입니다,5,6.0
5772,2021-03-11,0,주 거래인지라 UI도 간편하고 타사 앱보다 활용성이 좋아요,5,6.0
5773,2021-03-11,0,타은행에 비해 사용하기 편합니다,5,3.0
5774,2021-03-11,0,유용하게 잘 쓰고 있습니다,5,6.0
5775,2021-03-11,0,자주 사용하는 앱이에요 타은행 앱에 비해 이용하기 쉽고 잘 되어 있어요,5,6.0
5776,2021-03-11,0,큰 기대하지 않았는데 사용할수록 편리하고 좋네요,5,5.0
5777,2021-03-11,0,크게 불편한 점 없이 사용 중 다만 좀 더 세련된 디자인으로 바뀌었으면 좋겠다,4,-0.25
5778,2021-03-11,0,너무 편하게 잘 쓰고 있어요  오류도 없고요,5,11.0
5779,2021-03-11,0,사용하면서 자랑하고 싶은 사이트에요,5,0.0
5780,2021-03-11,0,앱이 잘 만들어져서 사용하기 편해요 15년 넘게 주거래 은행으로 사용하고 있어요,5,6.0
5781,2021-03-11,0,신속한 앱 로드 안전한 보안 좋아요 국민은행 스타뱅킹은 사랑입니다,5,3.5
5782,2021-03-11,0,국민은행 10년 넘게 이용하면서 꼭 필요한 어플입니다  갈수록 인터페이스도 좋아지고 예뻐져서 좋아요,5,8.4
5783,2021-03-11,0,가장 오랜 기간 사용해오고 있는 뱅킹으로 감히 지극히 안정적이고 쉬운 프로그램으로 고객 중심으로 개발이 추구되고 있는 것은 틀림없는데 바탕 색상만 조금 더 다양했으면 합니다,5,6.25
5784,2021-03-11,0,주거래 은행이 국민은행이라 거의 매일 사용합니다 일단 급할 때 그때그때 송금할 수도 있어서 잘 사용하고 있습니다,5,2.0
5785,2021-03-11,0,너무 좋아요 은행 앱 중에서는 가장 좋은 거 같아요 이체하는 것도 편하게 되고 조회도 한 번에 돼서 좋아요 잘 쓰고 있습니다,5,20.0
5786,2021-03-11,0,사용하기 편리해졌어요 국민은행에서만 10년 넘게 거래 중인데 이번에 개선된 앱은 쓰기 정말 편하네요 앞으로도 더 좋은 어플 만들어주시면 감사하겠습니다,5,18.0
5787,2021-03-11,0,처음보다 쓰기가 더 편해진 건 있는 거 같아 이 홈으로 들어갔을 때 우리은행이나 신한 쏠처럼 내 계좌가 먼저 보이면 좋겠네요,4,1.0
5788,2021-03-11,0,스타뱅킹은 갈수록 좋아지는듯합니다 이제는 입출금만 하는 것이 아니라 은행을 가는 사유가 손에 꼽힐 만큼이네요 매번 좋은 기능 새로운 기능 업그레이드해줘서 감사해요 역시 대한민국 1등 금융기관,5,12.1
5789,2021-03-11,0,사용하기 편리하고 각종 이벤트도 있어서 좋아요,5,6.0
5790,2021-03-11,0,주거래 은행을 정리하고 국민으로 갈아탔습니다 스타뱅킹 어플이 아직은 익숙지 않지만 유용하게 사용해 보겠습니다,5,2.0
5791,2021-03-11,0,한국 최고 은행다운 최고 앱입니다 잘 사용하고 있습니다 앞으로도 안정되고 타사보다 뛰어난 경쟁력 기대하겠습니다,5,16.0
5792,2021-03-11,0,국민은행 앱 보기 쉽고 편리하게 되어있어 잘 사용하고 있습니다 계속 깔아두고 쓰는데 아직은 불편한지 잘 모르겠어요 전 계좌가 한눈에 보기 편합니다,5,11.8
5793,2021-03-11,0,옛날보다 보기 쉽게 바뀌어서 좋습니다,5,4.5
5794,2021-03-11,0,모바일로 간편하게 국민은행 활용하기,5,3.0
5795,2021-03-11,0,주거래 은행 계좌로 대학생 때부터 지금까지 12년 동안 사용 중인데요 오래 사용해서 그런지 기능도 익숙하고 사용하기 편리해요 특히 입출금 계좌 청약 보험 연금 등 한눈에 자산관리가 가능해서 유용하게 잘 쓰고 있어요 이번에 금융 인증서 발급받으면서 갱신의 불편함이 줄고 이체가 더 쉬워져서 너무 좋아요 소비자 라이프스타일 패턴에 맞추어 계속 업데이트해주세요,5,19.7
5796,2021-03-11,0,아무 문제없이 잘 쓰고 있어요 ,5,0.0
5797,2021-03-11,0,재테크 겸 금 투자 때문에 간식 아껴서 이용하고 있습니다 빠르게 구매되고 벌써 사용한 지 두 달이 넘었는데 두 돈이 쌓여있네요 앞으로도 자주 이용할 겁니다 관심 있는 분들은 이용하셔도 좋아요 금 값도 저렴한 편이니 많이 사두세요 ,5,12.5
5798,2021-03-11,0,스타뱅킹 편리하고 참 좋네요 은행 창구가 서 기다릴 필요 없이 비밀번호 오류 풀고 이체했어요,5,4.2
5799,2021-03-11,0,잘 사용하고 있어요 편리해요,5,5.0
5800,2021-03-11,0,좋아요 편리해요 접근성이 수월해요,5,9.0
5801,2021-03-11,0,모바일 인증서 오픈뱅킹 정말 편리하고 앱 디자인이 복잡하지 않아서 맘에 들어요,5,9.0
5802,2021-03-11,0,요즘 잘 이용하게 되었습니다 다른 은행 모든 계좌가 연동되어 한 번에 관리하기 용이해졌어요 연동된 다른 은행에서 이체도 가능해요 여러 은행 아이디 비번 필요 없어 편리합니다 국민은행 앱 칭찬해,5,10.0
5803,2021-03-11,0,편리하고 속도도 빠릅니다,5,3.0
5804,2021-03-11,0,다양한 정보와 편리함에 사용 중입니다,5,3.0
5805,2021-03-11,0,첫 화면에서 계좌 정보와 이벤트 이체 중심으로 확인하면 좋을 거 같아요,4,3.0
5806,2021-03-11,0,처음엔 불편했는데 계속 업데이트하면서 금융상품 검색도 쉬워지고 예전보다 속도도 빨라진 것 같아요 전반적으로 앱이 점차 안정화 되어가는 기분이에요,5,-1.0
5807,2021-03-11,0,앱이 편리하고 사용하기 좋습니다,5,6.0
5808,2021-03-11,0,월급통장이 국민은행으로 바뀌면서 쓰고 있는데 처음엔 불편한 점들이 있었는데 요즘엔 사용하기 편해진 거 같아요 오픈뱅킹을 등록하면서 타은행도 사용할 수 있어서 편하고 좋아요,5,4.0
5809,2021-03-11,0,PC 없이도 편하게 어디서나 쓸 수 있어 좋아요,5,1.0
5810,2021-03-11,0,kb 스타뱅킹 가족들도 사용 중이에요 현재까지 불만 없이 잘 이용하고 있고요 모바일 인증서 지문으로 로그인하는 거 너무 편리하고 빠르고 좋네요 은행 창구로 업무 안 본지 진짜 오래됐어요 그만큼 어플로 모든 거 해결돼서 그런 거 같아요 앞으로도 쭉 이용할게요,5,5.2
5811,2021-03-11,0,즐겨 이용하는 앱인데 평소 간편송금만 이용했는데 최근 개선되고 다른 페이지를 보게 되고 리브 메이트와 연계되어서 많은 혜택과 지점 방문 없이 비대면으로 진행할 수 있도록 개선된 점들이 좋아요,4,11.0
5812,2021-03-11,0,KB 뱅킹 너무 편합니다 빠른 이체 설정해놓으니 시크릿카드 없이 쓰는 것도 편해서 자주 이용하게 되고요 굿,5,8.5
5813,2021-03-11,0,언제나 유용한 국민은행 어플 오픈뱅킹으로 어플 이용하면 은행 안 가도 됨,5,3.0
5814,2021-03-11,0,직원분의 권유로 앱을 깔았지만 쓰다 보니 아주 편리하고 잘 쓰고 있네요 주거래은행이 아니라서 잘 사용 안 하고 있었는데 월급통장으로 사용하면서 이런저런 사용하다 보니 타사와 비교할 때 편리하게 잘 만든 앱인 것 같습니다 한눈에 잘 들어오고 특히 노란 색감이 안정적이고 좋은 것 같습니다 특유의 색을 잘 살려 사용한 듯,5,27.2
5815,2021-03-11,0,저는 국민은행이 줘 은행이라 KB 스타뱅킹을 자주 쓰고 있는데 아주 만족합니다 로그인도 간편로그인지문패턴사용으로 몇 초면 접속 가능하고 이체도 로그인하자마자 이체 버튼이 보여 바로 할 수 있습니다 또 타은행들 계좌 상황도 한눈에 모아보며 관리할 수 있는 점도 너무 좋아요 개인적으로는 여러 은행 앱을 써봤지만 국민이 제일 깔끔하고 좋아 타 은행 앱들은 지워버리고 국민으로 전부 해결합니다,5,24.8
5816,2021-03-11,0,대출 때문에 가입했는데 급여 계좌도 쓰게 돼서 아주 편하게 쓰고 있습니 디,4,4.0
5817,2021-03-11,0,하루에도 몇 번씩 어플을 사용하고 굉장히 편리하고 좋아요 감사합니다,5,12.0
5818,2021-03-11,0,주거래 은행인데 앱이 많이 개선되어 쓰기 편합니다 예전에는 지문으로 로그인할 때 에러가 잘나서 인내심 테스트 많이 했었는데 최근에는 그런 문제 한 번도 안 겪었네요 ;;,4,3.0
5819,2021-03-10,0,다른 은행 어플은 잘 사용하지 않게 되네요 편리하고 오류도 잘 나지 않고 좋습니다,5,10.0
5820,2021-03-10,0,주로 사용하는 카드가 국민카드여서 거의 이체거래 위주로 사용하고 있습니다 딱히 불편한 점은 없고 간간이 이벤트 페이지 들어가서 스타벅스 커피 당첨되는 재미가 쏠쏠해요 근데 이벤트 페이지가 눈에 잘 보이는 곳에 위치해 있으면 좋겠어요,4,-2.0
5821,2021-03-10,0,업데이트되고 정말 편리해진 듯 깔끔하고 예금이나 적금도 잘 돼있어 애용하고 있습니다,5,14.0
5822,2021-03-10,0,주거래 은행으로 오랫동안 사용해서 타은행보다 많이 이용하고 있어요 노란색 포인트들이 한눈에 잘 들어와서 타 사이트보다 더 편한 거 같아요 오래 이용 중임에도 한 번도 불편사항은 없었어요 한번 이용해보면 너무 편하다고 느낄 거 같아요,4,13.5
5823,2021-03-10,0,스타뱅킹 앱은 사용하면 사용할수록 편리하다는 느낌이 많이 들어요 인증 방식도 간단하고 정말 좋습니다,5,15.0
5824,2021-03-10,0,국민은행 앱 접근성 최고,5,5.0
5825,2021-03-10,0,사용방법이 편해좋아요,5,6.0
5826,2021-03-10,0,정말 사용하기 편리해요 굳,5,10.0
5827,2021-03-10,0,kb 뱅킹 관련 앱은 하나로 통합하는 게 좋을 것 같다,3,0.0
5828,2021-03-10,0,24년간 월급을 국민은행으로 받으며 금융 주 거래를 하며 폰으로 하리라곤 상상을 못 했습니다 앱 편리하게 잘 쓰고 있습니다,5,5.0
5829,2021-03-10,0,편리하게 사용하고 있어 매우 만족합니다,5,9.0
5830,2021-03-10,0,국민은행 오래 사용 중입니다 앱을 깔아서 이용하니 더 편리하고 좋은 듯,5,7.5
5831,2021-03-10,0,간편하게 보기 편한 메뉴에서 찾기 쉽고 쓰기 좋은 은행 중에 최고의 어플 국민 인터넷뱅킹은 주거래은행으로서 손색이 없을 정도임 예적금 또한 개설 및 해지도 가능하니 급전이 필요할 때 용이함 앞으로 평생 같이 갈 은행 중 최고,5,22.0
5832,2021-03-10,0,개선 이후 로그인이 쉬워져서 만족하면서 사용하고 있습니다 앱 속도도 느리지 않고 좋네요,5,9.0
5833,2021-03-10,0,kb국민은행 어플 몇 년간 제 월급통장이 국민 음행이라 어플을 항상 잘 쓰고 있는데 매번 불편사항들을 잘 개선해나가고 있고 지금은 만족해 서습니다 이벤트도 있고 좋아요,5,7.0
5834,2021-03-10,0,사용하기 편함 앱 덕분에 주거래 은행이 정해짐,5,3.0
5835,2021-03-10,0,초등학교 때부터 국민은행만 써 온 찐 팬 이체하는 것도 편리하고 공인인증서 꼭 없어도 자체 인증서로 편리하게 이용하고 있어요 편해서 은행을 바꿀 수 없는 1인으로 스타뱅킹 잘 쓰고 있어요,5,6.0
5836,2021-03-10,0,사용하기 너무 편리해요 불편한 점이 없습니다,5,2.0
5837,2021-03-10,0,사업자용 공인인증서도 폰에 깔 수 있으면 좋겠어요 KB 인증서를 사용하니 스타뱅킹 로그인이 편해졌고 이체도 간편해져서 매우 편리합니다,4,11.5
5838,2021-03-10,0,사용하기 참 편합니다 다른 은행보단 여기가 제일줗은듯,5,4.5
5839,2021-03-10,0,주거래은행이라 KB 스타뱅킹 자주 이용하는데 편리하고 좋아요,5,8.0
5840,2021-03-10,0,폐기하지도 않은 인증서가 폐지되었다고 타행 타 기관 인증서 등록이 안된다고 하네요 짜증 나게 인증서 기간이 22년까진데 개짜증 나네요,1,-10.0
5841,2021-03-10,0,졸업 후 첫 월급을 받으면서부터 함께 어른이 되어가고 있는 내 인생 친구 르뱅 영원하길,5,1.0
5842,2021-03-10,0,사용하기 편해서 좋아요,5,6.0
5843,2021-03-10,0,간편하고 쉽고 스마트한 KB 스타뱅킹 좋네요 앞으로도 KB 스타뱅킹 응원하고 발전하는 모습 기대할게요,5,7.5
5844,2021-03-10,0,바쁜 일상 속에서 요즘 같은 코로나 시기에 은행 방문하지 알고 국민은행 스타뱅킹 웹을 통해서 손쉽게 정보 및 입출금 등 다 할 수 있어 아주 편리하다,5,9.0
5845,2021-03-10,0,깔끔한 구성에 앱 구동 속도도 좋고 여러모로 이용하기 편리합니다 패턴 지문 등을 활용한 로그인도 편리하고요 타행 뱅킹도 이용하기 편리해서 스타 뱅킹을 많이 쓰게 되네요,5,14.0
5846,2021-03-10,0,사용하기 편리하네요,4,3.0
5847,2021-03-10,0,잘 쓰고 있습니다 아쉬운 점은 적금 예금 계좌 조회 시 계좌 상세조회 안 해도 계좌 아래 만기일과 금리 조회가 되면 편리할 것 같습니다,4,2.7
5848,2021-03-10,0,편리하게 잘 쓰고 있어요,5,6.0
5849,2021-03-10,0,쉽고 간편하게 잘 되어 있네요,5,9.0
5850,2021-03-10,0,은행 어플 중 가장 편합니다,5,6.0
5851,2021-03-10,0,로딩이 빠르고 UI과 직관적이라 사용이 편리해요,5,4.0
5852,2021-03-10,0,Kb 은행만큼 편리한 어플은 없어요 스타뱅킹 짱짱,5,7.0
5853,2021-03-10,0,수시로 이체되는 내용이 스마트폰에 뜨니 아주 유용합니다,5,6.0
5854,2021-03-10,0,편리하고 관리하기에 쉽기 때문에 항상 사용하고 있는 좋은 앱입니다,5,9.0
5855,2021-03-10,0,쓰기 편리하고 좋아요 이벤트도 종종 하고 역시 국민을 위하는 국민 은행 정말 좋아요,5,12.0
5856,2021-03-10,0,잘 만든 은행 앱입니다 Irp 추가납입도 편하고 좋아요,5,5.0
5857,2021-03-10,0,은행 앱 중에서 고객 입장에서 가장 편리하게 된 것 같아요,5,6.0
5858,2021-03-10,0,입출금 이체 송금 펀드 가입 예적금 가입까지 잘 사용하고 있습니다 문의사항은 카톡으로 해결하고요 다만 카톡으로 문의 시 질문 입력시간 안에 기억이 질문을 하지 않으면 고객 응대 서비스가 종료되는데 질문을 일일이 문자로 적다 보니 시간이 촉박해서 마음이 급해지더라고요 그것 빼고 만족,5,3.5
5859,2021-03-10,0,늘 사용하고 있습니다 입출금 뿐 아니라 퇴직연금 관리도 스타뱅킹으로 관리하고 있는데 모바일로 전혀 불편함 없네요,5,-5.5
5860,2021-03-10,0,공인인증서가 아닌 간편론 그 인도 되고 좋아요,5,7.0
5861,2021-03-10,0,사용이 편리하고 좋네요 잘 사용할 것 같습니다,5,8.0
5862,2021-03-10,0,자꾸 회원가입에서 오류가 나고 지웠다가 다시 깔려고 하면 또 안 깔리고 짜증이 날 지경입니다,1,-6.5
5863,2021-03-10,0,인터넷뱅킹 처음 하는 사람도 사용하기 편리하고 유용한 앱입니다,5,6.0
5864,2021-03-10,0,모든 앱 중 가장 유용하고 편리하고 고맙기까지 한 앱입니다 감사합니다,5,13.0
5865,2021-03-10,1,여러 가지 이벤트 다양한 정보 등 실속 있는 것 같아서 좋아요,5,3.0
5866,2021-03-10,0,정말 편한 앱 쭉 국민은행으로 갈 거예요,5,7.2
5867,2021-03-10,0,잘 이용하고 있습니다,5,2.0
5868,2021-03-10,0,다른 은행 앱에 비해 사용이 간편하고 오류가 적어서 사용하기 편리하고 좋습니다 앞으로도 잘 사용할게요 ,4,8.0
5869,2021-03-10,0,오랜 기간 지금까지 메인 계좌로 국민은행 이용하면서 스타뱅킹 앱 안정적으로 잘 쓰고 있습니다 이제 UI만 한번 대대적으로 손보면 더할 나위가 없겠네요,5,3.0
5870,2021-03-10,0,주거래 은행이라 많이 사용하는데 다른 은행까지 한 번에 업무를 볼 수 있고 아주 편리합니다,5,8.0
5871,2021-03-10,0,타은행 거래도 많이 하지만 국민은행을 20년 가까이 이용하고 있습니다 스타뱅킹 앱도 다른 은행보다 먼저 시행해서 구성도 잘 되어있고 사용하기 편리합니다 입출금 내역도 알림으로 바로바로 잘 확인되고 타은행에는 없는 서비스들이 잘 구축되어 있는 것 같습니다,5,10.0
5872,2021-03-10,0,금융 인증서로 바뀌면서 편하게 접속할 수 있어 좋아요 한눈에 전체 계좌를 볼 수 있는 것도 좋습니다,5,10.0
5873,2021-03-10,0,국민은행 스타뱅킹은 너무 잘 되어있어서 편하게 사용이 가능한 점이 너무 좋은 거 같아요 은행 가지 않고 모든 걸 해결 가능하다는 점 칭찬해요,5,14.0
5874,2021-03-10,0,간편하게 이체할 수 있어서 편해요,5,6.0
5875,2021-03-10,0,다양한 금융기관 오픈뱅킹이 되어서 좋아요,5,4.0
5876,2021-03-10,0,최고예요  정말 사용처도 많고 혜택도 빵빵하고 그래서 잘 사용하고 있습니다 현재 장교인데 신용카드 예금통장 만들었는데 잘 사용하고 있네요,5,14.0
5877,2021-03-10,0,KB 스타뱅킹 편하고 좋네요,5,3.0
5878,2021-03-10,0,KB국민은행 만 이용합니다 주 거래만 11년 넘었네요 아르바이트 시작하면서 개설했는데 모바일 사용은 불편함 없이 쉽게 사용할 수 있어 좋은데 금융거래 서류 분실이나 otp 분실도 모바일로 처리할 수 있는 게 개선됐으면 좋겠습니다,5,0.0
5879,2021-03-10,0,사용하기 편리한 여러 가지 기능을 쉽게 찾아볼 수 있고 처리 속도 빨라요,5,3.0
5880,2021-03-10,0,항상 국민은행만 써요 어렸을 때부터 국민은행이 최고라는 소리를 들어서인지 편하더라고요 앱도 편하게 되어있어 쓰기 쉬워요,5,10.0
5881,2021-03-10,0,다양한 방법으로 로그인할 수 있어서 편해요 제가 이용 중인 kb 보험이랑 카드도 간단하게 조회되는 것도 잘 활용 중입니다 다만 지문인식이 너무 안돼요 다른 어플들은 잘 되는데,4,8.0
5882,2021-03-10,0,편리하고 정확해서 좋습니다,5,6.0
5883,2021-03-10,0,주거래은행이며 앱 실행 속도가 빠르고 사용하기 편리합니다,5,4.0
5884,2021-03-10,0,진짜 쓰레기같이 만들었네 고졸 국비만 긁어다 만들었나,1,-10.0
5885,2021-03-10,0,몇 년째 스타뱅킹 잘 쓰고 있어요 인터넷뱅킹은 국민만 쓰고 있네요,5,2.0
5886,2021-03-10,0,사용이 쉬워서 자주 이용하고 있습니다,5,5.0
5887,2021-03-10,0,잘 쓰고 있어요 좋습니다,4,3.0
5888,2021-03-10,0,주거래은행이다 보니 KB 스타뱅킹을 하루에 여러 번을 쓴답니다 전반적으로 사용이 편리하고 무엇보다 KB금융그룹으로 KB증권 계좌도 같이 볼 수 있어 더욱 만족하며 사용 중이네요 굿 굿,5,11.5
5889,2021-03-10,0,주거래은행으로 어플 쓸 일이 많은데 타은행에 비해 처리 속도가 빠르고 직관적이라 쓰기 편한 것 같습니다 오류도 거의 없어 만족하고 쓰고 있습니다,5,2.0
5890,2021-03-10,0,이벤트 많아서 좋아요,5,3.0
5891,2021-03-10,0,너무 펜 피해요 눈으로 보고 일처리 하기 쉽고 이벤트도 다양하게 있어 1석 2초입니다 언제나 늘 응원합니다   ,5,5.5
5892,2021-03-10,0,편하게 잘 사용하고 있습니다,4,4.0
5893,2021-03-10,0,매일 쓰는 앱이에요 앱 기능 좋아요,5,0.0
5894,2021-03-10,0,전체적으로 페이지가 심플하고 깔끔해서 보기 편해요,5,9.0
5895,2021-03-10,0,사용하면 할수록 간편함을 느끼고 있습니다 열일하네요 kb,5,2.0
5896,2021-03-10,0,사용하기 편해서 좋아요 타금융까지 한꺼번에 가능하니 편해요,5,10.0
5897,2021-03-10,0,쉽고 편해요 주거래 은행이다 보니 자주 사용하네요,5,8.0
5898,2021-03-10,0,계좌 조회하고 입출금 하기 너무 좋아요,5,6.0
5899,2021-03-10,0,사용하기에 편리하고 좋습니다 큰돈 이체에 좋네요 타은행 계좌도 이체시키기에 빠르네요 잘 사용하겠습니다,5,9.0
5900,2021-03-10,0,빠른 이체가 있어서 편하고 좋아요,5,7.5
5901,2021-03-10,0,지문등록 너무 편해요,5,6.0
5902,2021-03-10,0,너무 편리하게 사용할 수 있고요 다양한 정보이용이 너무 좋아요,5,12.0
5903,2021-03-10,0,앱 속도도 빠르고 메뉴 구성이 한눈에 보기 좋음,5,0.0
5904,2021-03-10,0,kb 스타뱅킹 편리하게 잘 사용하고 있습니다 이체도 간편하고 좋아요 다만 한가지 아쉬운 점이 있다면 국민은 어플이 너무 많아서 어플 통합 좀 했으면,5,14.5
5905,2021-03-10,0,지금까지 잘 쓰고 있습니다,5,2.0
5906,2021-03-10,0,최고의 서비스 감사합니다,5,8.0
5907,2021-03-10,0,국민은행을 줘 은행으로 사용 중인데 앱 자체가 어렵지도 않고 좋아요 이번에 공인인증서를 국민 자체로 바꾸면서 더 편해졌어요 통장 잔고 보기도 통합해서 쓰고 있고요,5,9.5
5908,2021-03-10,0,왜 이리 이상하니 차라리 다른 거 쓰는 게 훨씬 편할 듯,1,5.4
5909,2021-03-10,0,진짜 편리합니다 다른 금융 계좌 연결해두니 너무 편하네요,5,12.0
5910,2021-03-10,0,오래 써왔네요 국민은행 함께합시다 평생,5,1.0
5911,2021-03-10,0,너무 잘 사용하고 있어요 주 거래 은행인데 편리해요,5,7.0
