,comment
530,1점도 아깝네요 농협에서 발급한 공동 인증서를 농협과 신한 국민은행에서 잘 사용 중인데 우리은행만 타 기관 인증서 등록할 때 폐기된 인증서라고 떠요 아주 짜증 납니다 우리은행 서비스 아주 형편없네요
531,5 t6 t
532,아예 로그인이 자꾸 안돼요 우리은행이 주거래은행인데 계속 안돼서 속 터져죽겠네요 얼른 고쳐주세요
533,금융 공인인증서 클라우드 연결이 안 대서 짜증 나서 뒤지겠네요 칼뱅처럼 편하게 못 만드나요 제가 장담합니다 이대로라면 kb 우리 신한 모두 칼뱅에 먹힐 거고 그중 우리가 가장 빠를 겁니다 왜 구인 증서는 사용도 안 되게 만든 건가요
534,업데이트 후 지문인식 안됨 생체인 증 해지 후 다시 등록하려 해도 해지 시 또 지문인식하라고 나옴 지문인식이 안돼서 생체인 증 해지하고 다시 등록하려는데 도대체 어떻게 해지 하란 말인가 가장 최악의 은행 앱
535,기대되네요
536,어플 너무 불편합니다 신한은행 어플이 사용하기 편해요 참고 부탁드립니다
537,앱 열 때마다 업데이트 불편
538,계좌 순서 변경이 안됩니다 해결 부탁드립니다
539,당신네들 어플이 제일 최악입니다 인증도 안되고 문자 인증 응답도 없고
540,앱 셀룰러 뜨고 왜 갑자기 안되죠
541,제로 페이 결제하기만 누르면 왜 앱이 강제 종료되는지 업데이트 문제인가 싶어 해당 앱과 v3까지 모두 업데이트했는데도 안됨 결제해야 하는데 결제도 못하고 화나네 핸드폰 껐다 키는 거 당연해봤고 백그라운드도 다 끄고 앱 강제 중지까지 안 해본 게 없습니다 에러코드 뜨면 당연히 에러코드 기재했겠죠 아무 알림 없이 강제 종료되는데 에러코드를 남겨달라니 로그 보면 파악 안됩니까
542,제발 앱에 투자 좀 해라 거지 같은 국민은행보다 악질임
543,우리은행 비밀번호를 계속 바꾸라고 강조를 하다 보니 까먹어서 3번을 실수로 쳐서 정지를 먹었어요 그래서 대면으로 서류 가져가서 해결한 줄 알았지만 안되네요 조금 고쳐주셨으면 좋겠습니다
544,사용하기 매우 불편함
545,오늘 전혀 안되고 계속 에러 나요
546,지문인식이 매번 되었다 안 되었다 다른 어플은 잘 되는 거 보면 확인 좀 해주세요 지문 5번 오류 나면 모든 과정을 처음부터 시작해야 한다는 것도 문제네요 이거 피드백은 되는 거예요
547,인증서 등록도 안되고 해지도 안되고 우리은행 진짜 구리다;;;;
548,맨날 오류투성이
549, 기기기 나 더  니킥
550,지문 추가 등록해서 인증정보 채 갱신은 이해하는데 굳이 생체인 증정 보를 번거롭게 비활성화  활성화해야 갱신되게 만드신 이유가 있나요 갱신 버튼 하나 만들어놓으면 되는 게 아닌가 생각이 드네요
551,어플이 쓰레기입니다
552,비번 3번 틀렸다고 계정 잠그고 본사까지 찾아가라는 건 뭐임
553,좋습니다 은행 어플들이 다 그런 것 같은데 좀 무겁고 데이터 사용량이 조금 많은 것 같아요 조금 가볍게 최적화하면 더 좋을 것 같습니다
554,최악 간편 비밀번호 로그인 안 됨
555,아니 우리카드 쓰는 김에 우리은행 계좌 하나 만들려고 다운로드했는데 회원가입하려면 계좌 있어야 한다 하고 계좌 만들려니까 신분증인 증 다하고 나니 인증서가 타행 거라 안된다 하고 타행 인증서 인증하라 해서 하니까 쓸 수 있는 보안카드 없다고 안되고 뭐 어쩌라는 건지 다 안 된대 이렇게 어처구니없는 어플 처음 봄 온갖 방법으로 다해본다고 인증번호만 10개씩 받고 계좌는 만들지도 못함 진짜 짜증 남 이럴 거면 비대면 입출금 상품 왜 만듦
556,업데이트가 안 됨 흑
557, 좋아요
558,좋은 거 같아요
559,기기 바꾼 후 생체인 증 엄청 불친절한 앱 엄청 불편한 앱
560,휴 내가 대출 때문에 우리은행 쓰는데 대출만 갚으면 바로 지운다 느리고 멈추고 쓰면서 열받은 적이 한두 번이 아니네
561,퍼펙트
562,노트 20울트라입니다 다운 이 안되고 계속 대기 중 왜 이럴까요
563,굿
564,진짜 개불 편함 로그인도 제대로 안되고 비밀번호 재설정도 너무 복잡함 신한 최고
565,은행 어플이 가장 중요하게 생각해야 하는 것  앱 켰을 때 로그인이 얼마나 빨리 되냐 원뱅킹  번거롭게 공동 인증서 비밀번호 쳐야 함 번호나 지문 등으로 간편하게 인증이 필요해짐 간편 인증 신청  다른 은행은 안 그러는데 갑자기 otp가 필요하다고 함  otp 신청 며칠 걸림  지움 
566,잘 사용하고 있습니다 
567,타행 otp 등록 중 마지막 공인인증서 비번 누르면 창이 안 넘어갑니다 몇십 번 시도했는데 안되네요
568,갤s 9인데 지문으로 로그인 후 계좌 나오는 첫 화면에서 다운됩니다 화면 맨 아래 작업관리자 취소 아래 버튼이 나오고 아무 작동 안 해요 삭제 후 재설치하기를 2번 이상했어요 조속한 조치 부탁드려요
569,앱이 계속 1시간 넘게 대기 중이네요 다른 은행들은 바로 접속이 되는데 왜 우리은행만 이러는지 아주 불편해요 전에 쓰던 앱이 뭐가 문제였는지 모르겠지만 전에 쓰던 게 더 간편했는데  열리면 기본만 넣어놓고 다른 은행으로 넘겨놓을 생각입니다
570,짜증 나서 못 해먹게 네
571,우리은행 심심하면 업데이트하라는데 업데이트가 돼야지요 바쁜 사람 숨넘어 가겠어요 타 은행은 이러지 않는데 유독 우리은행만 업데이트를 자주 하라 하는데 개선 좀 하세요
572,좋아요 굿
573,일시적인 오류가 발생하였습니다 금융거래를 진행 중이셨다면 반드시 거래 결과를 확인해주시기 바랍니다 1002 왜 자꾸 이렇게 뜨나요 어플 몇 번씩 다시 지우고 해도 그렇네요
574,잘 되다가 어느 순간부터 갑자기 무한 로딩 걸려서 모바일로 은행 업무를 하나도 못하고 있습니다 지웠다 깔아도 안되고 갑자기 왜 이런 지 인터넷 뒤져도 안 나오고 이거 원 아 기종은 노트 20입니다
575,희대의 쓰레기 어플이 아닌가 주거래 은행 바꾸고 싶을 정도 
576,앱이 자꾸 꺼지지만 귀여움
577,계좌 정보 누르면 튕겨요
578,갤럭시 폴드 2사용자입니다 갑자기 528부터 우리은행 관련 어플 모두 실행 중 오류메시지가 발생합니다 재 설치 진해봤는데 증상이 같습니다 531수정 후 안정화됐습니다 빠른 대응 감사합니다
579,너무너무너무너무 느리다
580,자주 꺼지고 갑자기 멈추고 최근 들어 문제가 좀 많이 발생하네요 새로 깔았다가 다시 실행해도 마찬가지입니다 개발 외주사를 좀 더 다양화해야 할 것 같습니다
581,굿
582,r
583,로그인이 안 됩니다
584,최악이다 월급 때문에 쓴다 한 번하고 다른 거 하려면 앱 끄고 다시 해야 된다 로그인 이체 인증방법 모든 게 불편하다 근대 개선도 되지 않아 우리은행 자체에 신뢰성이 떨어진다
585,최악 중의 최악이네요 계속 멈추고 뭘 그렇게 다시 하라는 지시도를 해도 해도 안되네요 그냥 삭제했습니다 계좌이체도 못하고 은행 개설한 거 후회되네요
586,1 느려요 2 로그인하면 화면 어두워진 상태로 있는데 팝업 때문에 그런 거 같아요 3 줄곧 우리은행만 썼고 어플도 계속 사용 중인데 어플 사용하는데 스트레스 안 받은 버전이 없네요
587,업데이트할 때마다 로그인 정보 사라짐
588,별 한 개도 아깝습니다 우리은행은 그냥 어플 없애세요 창구에 걸어가서 하는 게 더 빠르겠습니다
589,이전에는 이런 현상이 없었으나 업데이트 후 자꾸 앱이 꺼져서 다시 설치해도 오작동하고 꺼져요
590,며칠 전부터 실행이 안돼요
591,계좌이체 시 너무 불편함 보안카드가 꼭 있어야 됨 농협이나 제일은 안 그르던데 다른 곳에 비해 시대에 뒤떨어짐
592,무슨 일이죠 왜 실행이 계속 안되지
593,회원가입하다 30분 넘게 걸렸습니다 머리가 지끈지끈 아파지고 속이 울렁거리는데 병원에야 하나요
594,계좌를 처음 개설하면서 겪게 된 문제는 계좌만 개설하고 끝나는 줄 알았는데 체크카드를 만들라고 하는 부분서부터 문제가 생겼다 네이버 페이 우리 체크를 만들려고 하다가 오류가 발생해서 되돌아갈 수도 없고 앱을 종료해야만 했다 이후 로그인을 하려니 점입가경 다 구공인 인증서는 타행 인증 등록을 하려는데 인증센터로 가면 미등록 계좌라 진행이 안된다 어떻게 개설했는지 기억이 안 난다 억지로 어떻게든 했디 때문에 기억해내라고 한다면 우리은행은 앱을 켜지 않고 모바일에서 계좌개설까지 진행하는 모든 인터페이스 알고리즘을 외우고 있는지 궁금하다
595,타행 금융 인증서 등록하라 해서 하면 계속 연결정보 저장에 실패하여 자동 연결 및 세션 유지가 되지 않는다고만 뜹니다 도통 해결방안도 없고 어찌 쓰라는 건지
596,앱이 안 열려요 우리은행 우리카드 앱이 안 열립니다 정말 먹통이다가 의견 보내기 이런 게 뜹니다
597,아니 이거 진심이에요 지금 갤럭시서 먹통 된 거 같은데 일부 기종 그렇다고 개발자랑 집에 와서 고쳐준다는데 진심인가요 업데이트를 해줘야 하는 거 아네에요 주거래은행을 바꿔야 할 문제 아닌가요 이쯤 되면 아니 앱 문제인데 왜 제 폰을 직접 개발자회 사서 와서 고쳐준단 건가 여 매우 수상하네요 근데 이거 아님 길이 없다고 하니 세상에 머 이런 경우가 있죠
598,별 점 주기도 아깝네요 앱이 실행이 안되잖아요
599,정작 필요할 때 작동되지 않으면 당혹스럽고 화가 나죠 딱 지금이 그렇네요
600,점점 좋게 바뀌는 듯
601,모바일뱅킹 526일부터 접속 장애 고객센터 문의 결과 531일 업데이트 때까지 기다리라는 황당한 답변 갤럭시폰에서 발생 현상이라는데 대상자가 한둘이 아닐 텐데 한심하네요 무책임의 극치를 봅니다 주거래은행 옮겨야 할지 심각하게 고민 중 ¿¿¿
602,좋아요
603,왜 계속 접속 불가인가요 개선 안 하나요
604,자주 랙걸리고 복잡합니다 전보다 간소화된 게 없어요 빅 테크 따라가야 되는데 앱이 이렇게 불편해서야 경쟁력이 있나요
605,The best thing about 2 55g qvwf5 wDDz
606,아니 원뱅킹이랑 우리은행 어플 며칠째 계속 무한 로딩 중인데 안 고치나요 본인들이 한번 들어가 보시면 다 알 텐데
607,우리은행 앱 정말 개선 좀 하세요 시간 내서 타은행으로 바꿍션 다신 사용 안 합니다 이렇게 오류가 나면 급한 계좌이체 어떡합니까
608,저도 전혀 사용을 못 해서 그나마 토스에서 계좌 이체하고 있습니다 빠른 해결 방안을 모색해 주세요 안드로이드 사용자입니다
609,좋아요
610,좋아요
611,갤럭시노트 9 SMN960N 사용 중입니다 우리 WON 뱅킹 어플 사용 중에 앱 정지 상태 및 오류가 자주 발생합니다 다른 계좌에서 우리은행 계좌로 한 번에 모으기 실행 후 앱이 정지되었고 앱 종료도 안됐습니다 앱 제거 후 다시 설치해도 동일 증상이 반복되어서 불편합니다 확인 후 오류 수정해주세요
612,감사요
613,실행이 안돼요 월급날인데 어제부터 안되던데 공지도 없고
614,요즘에는 앱을 열어서 이벤트를 닫고 나면 잔액은 보이지만 화면 작동이 안 되는 경우가 가끔 그리고 자주 발생하여 다른 은행으로 들어가서 일을 보는 경우가 많습니다
615,건의할게 있어요 제로 페이 실행 단계가 너무 많아서 사용이 많이 불편합니다 한방에 지문인식 후 사용할 수 있는 한 칸짜리 위젯을 만들어주세요 페이코 위젯 참고해주세요
616,며칠째 첫 로딩 화면에서 넘어가지 못하고 앱 응답 없음 창만 나옵니다 삭제 후 재설치를 해도 동일 현상 일어납니다 갤노트 20입니다
617,잘 사용하는데 휴대폰에서 지문정보 하나 더 추가했더니 인증방법 변경하라고 나오고 해당 메뉴 가면 인능서 등록하라고 해서 등록하려고 하면 에러 나고 계속 원위치라서 로그인을 할 수가 없음 타금융기관은행 카드 증권 앱은 동일 상황이 간단히 되는데 우리은행 앱 사용자 편의성도 떨어지고 너무 불편함
618,로그인이 이렇게나 어려워서야 삼성 서비스 제휴 종료라면서 계속 오류 나네요
619,아니 앱 키면 아래 분들처럼 무한 로딩 걸려요;;;금융거래도 해야 하는데 이게 며칠째 이러는 거예요 진짜 빨리 좀 고 져주세요 다른 은행은 잘 되는데 왜 여기만 안되는 거예요
620,며칠째 어플 실행이 안돼요 무한 로딩 위에 저와 같은 문제로 문의 남기신 분들 답글에 고객센터로 문의하라고 답글이 달려 있던데 전 오늘 이미 고객센터에 문의했지만 해결도 안 해줘 언제 해결된다 확실한 답도 없어 뭐 어쩌라는 거죠
621,은행 앱이 열리지 않아 업무를 보지 못하고  우리은행으로 제로 페이 했는데 우리은행으로 인증서 만들고 제로 페이 한 게 이렇게 후회가 될 줄여라 사람의 리뷰 작성에 동일한 문제가 있는데 무슨 문제인지 모르겠다는 은행 측 답글에 황당합니다 은행 직원분들은 앱 사용 안 하나 봐요
622,사용이 편리함
623,삼성폰 사용자 5월 말까지 안 되어 pc 인터넷뱅킹 사용 하라 고객센터에서 안내받음 당황했습니다 무한 로딩
624,구분도 안되는 앱들 뭐 이렇게 많이 만들어서 새로 등록하게 하는 건지 똑같이 후지구먼
625,가독성이 떨어지고 너무 느려요 클릭해도 움직이질 않음
626,8tti
627,로딩 화면에서 작동이 안 됨 기본 테스트도 안 해보고 업데이트합니까 갤럭시 노트 20 울트라
628,참 편리하고 좋습니다
629,작동 안 되네요; 안된지 며칠이 지나도 업데이트를 안 하는 게 이해가 안 되네요
630,리뉴얼 되기 전 메뉴가 더 편해요 통장 한꺼번에 보지도 못하고
631,와우 이거 개발자 대단하시네요 정말 천재이신듯 정말 최고인듯합니다 다시 한번 감동이네요
632,로딩만 뜨고 안되니 급한 입금도 안 되고 이 피해는 누가 보상하냐 고객들은 보안 불안해서 누가 사용하겠냐고 객 신고 전화통화도 밀려서 안되고 신뢰하기 힘듦
633,왜 자꾸 업데이트하고 바뀌나요 쓰는 사람이 편해야 하는 거 아닌가요 하릴없습니까
634,굳 꿋꿋
635,계좌이체는 어디서 하는 건지 너무 어려워서 사용하기 힘들네요 설명도 없고 도대체 어쩌라고요
636,울화통이 터집니다 욕은 안 하겠습니다 다시는 쓰지 않을 거예요
637,어플을 누르면 첫 화면에서 넘어가질 않습니다 다시 설치해도 그러네요
638,밑에 솔솔 랄라 님과 같은 현상인 거 같습니다 어플 누르면 파란 첫 화면에서 로딩 애니메이션도 작동하지 않은 채 켜져 있다가 뱅킹이 응답하지 않는 단 메시지와 앱 닫기  대기  의견 보내기 선택 팝업이 뜨고 대기선택 멈춤 의견 보내기 선택 검은 화면 뜨며 멈춤 원터치 알림은 되는데 원뱅킹이랑 카드는 둘 다 안됩니다
639,요즘 어플 실행할 때마다 오류 떠서 짜증 나네요 웬만한 뱅킹은 그냥 다른 은행 걸러 쓰는 중
640,로딩만 무한 대기 중 전혀 실행이 안되네요 노트 20 울트라 사용 중 우리은행에서 신한은행으로 갈아탈 렵니다 이 어플이 거지 같아서요 물론 주 거래도 갈아 탈고요 신한 쏠 이 천 배는 잘 만든 은행 어플이네요
641,진짜 하다가 암 걸림 절대 받지 마세요
642,로그인하면 계좌 한 페이지에 나오는 게 안되던데요 이거는 다시 탭 눌러야 하나요 업데이트되니 상당히 별로입니다
643,무슨 인증하는데 안되는 게 왜 이렇게 많아요 다 안되네 별 1개도 아깝다
644,어플 지문 인증 오류 남 와이파이 연결 시에는 지문인증 정상 작동 LTE 연결 시 무조건 오류 오늘 급할 거래 건이 있었는데 너무 난감했음 이거 심각한 문제라 보임
645,어떻게 다른 앱도 아니고 은행 앱이 아예 켜지지도 않고 먹통이 되는 일이 가능하죠 급하게 뱅킹을 해야 되는 사람은 어쩌라고요 게다가 제일 심한 건 이게 며칠째 안 고쳐지고 있다는 겁니다 정말 짜증 나네요
646,사용이 매우 편리함
647,피씨 버전 로그인이 안 되네요
648,일시적인 오류 거 발생했습니다 거래 중이었다면 거래 종료 확인해주세요 1002 이 알람이 계속 뜹니다 확인 안 눌러지고 먹통 돼서 앱을 쓸 수가 없어요 주거래 은행인데 사용 못 하면 어쩌라고 앱 삭제하고 다시 깔았는데 똑같다고요
649,오늘 갑자기 로그인하려니까 지문 바꾼 거 하나 없고 생체 인증 바뀐 것도 없는데 삼성 지문 어쩌고저쩌고 오류메시지 뜨고 공인인증서 로그인은 타 기관이라 등록해야 된다고 뜨고 OTP 인증은 더럽게 오래 걸리고 덕분에 타 기관 등록하고 생체인 증 해지해서 이체하려 하는데 내역 다 적고 마지막으로 OTP 인증까지 했는데 또 이체가 안돼서 다시 생체인 증 가입해서 이체했네요 와 지금 진짜 너무 화나는데 어플 개발자 당장 해고하셨으면 좋겠고요 진짜 은행 어플 중에 가장 쓰레기 같다고 생각함 우리은행 어플 땜에 망하겠네
650,유난히 우리은행만 수시로 업데이트 다른 앱을 삭제해야 만이 사용할 수 있고 이런 앱 첨 봤어요 너무 번거롭네요
651,아니 지문인증 로그인하려면 터치하라는데 터치도 안되고 다른 방법으로 로그인하려고 하니 생체인 증 등록을 해지하라 하고 그러려면 다시 지문인증 화면 뜨고 어쩌라는 거죠 도대체  정말 다른 은행 앱에 비하면 최악이네요
652,다른 은행 하는 것 좀 배우세요 쓰기 편해야 자주 사용하잖아요
653,인트로 무한 로딩
654,제로 페이 모바일 선물 등록하려고 하는데 계속 에러가 뜨네요 왜 이러는 건가요
655,좋습니다
656,쓸만한 거 같아요
657,자동 연결 정보가 존재하지 않습니다 패턴으로 로그인하면 위 문구가 나오고 접속이 안되네요 왜 그런가요
658,앱 평가 잘 안 하는데 개선하라고 한마디 함 개인적으로 귀찮기도 하고 지문이 흐린 편이라 몇 년 전에 급한 업무에 폰 못 열어서 난감한 적이 있어 폰 안 잠그고 쓰는 게 습관인데 홍채 서비스 종료되고 우리은행 지문 사용 땜에 잠금 쓰고 있음 진심 개귀찮 근데 지문인식 더럽게 안돼서 이체 못한 게 한두 번이 아님 지난번에 개선하고 좀 괜찮더니 새벽시간은 거의 잘 안된다고 봐야 됨 지문 말고 다른 생체 인식 기능을 하던지 사회생활 시작하면서부터 20년 가까이 우리은행 메인으로 거래하는데 요즘같이 이체하다 화난 적은 최근이 처음임 습관도 됐고 옮기는 거 귀찮아서도 그냥 쓸려고 하는데 필요할 때 이체를 못하면 어쩔 수 없지 않나
659,보통
660,메인화면을 전체 계좌로 설정할 수 있게 부탁드립니다 너무 불편해요
661,저도 우리은행이 메인인 게 후회하게 하는 앱이에요  신 국 은행 앱은 엄청 편리한 데 빠른 시일 내에 메인 계좌 다 변경해야 할 듯합니다
662,며칠 전부터 인트로 화면 무한 로딩 중 로딩 애니메이션도 동작 안 함 어플 죽습니다 아래 리뷰 보니 안드로이드 웹 뷰 업데이트 삭제하면 동작할 거라 하여 삭제도 했는데 동일합니다 시간 지나면 되겠지 하고 기다렸는데 여전히 계속 죽네요 우리은행 기업용 어플도 동일하던데 다른 은행 어플은 다 잘 만 동작하는데 우리은행만 왜 그럴까요 돈거래하는 금융 어플이 이러면 문제 큰 거 아닌가요 요즘 누가 귀찮게 컴퓨터 켜고 거래하나요 빨리 수정해주세요 어플 지웠다가 다시 깔아도 동일합니다 폰 기종 제트 플립이고 안드로이드 버전 11입니다 누가 요즘 이런 걸로 고객센터 따로 전화합니까 문제가 있으면 찾고 디버깅을 하셔야지 꼭 좀 고쳐주세요 매번 컴퓨터 켜기 귀찮습니다
663,비번 맞아도 계속 오류라고 뜨고 앱을 이런 걸 만들고 사용하라니 또 은행 가서 풀고 와야겠네 짜증 나
664,인증하기 짜증 나네 필요할 때 이체도 못하는 게 왜
665,머니게임 파이 때문에 1점 드립니다
666,터치가 안돼염
667,계속 로그인 안 되고 멈춤 은행 갈아타고 싶네 진짜
668,증권계좌로 돈 보내기
669,아주 좋아
670,우리은행 앱은 사용하기가 너무 불편하네요 너무 잦은 업데이트로 바쁠 때엔 시간이 걸리네요 그리고 앱이 바로 들어가는 것이 아니고 플레이스토어로 들어가서 하는 게 너무 불편합니다 개선 부탁드려요
671,국민기업 농협 우리 그리고 증권계좌 몇 군데 이렇게 쓰는데 낮은 별점과 안 좋은 리뷰 쓰려고 스토어 킨 건 생애 처음이네요 진짜 쓰는 은행들 중 단연코 최악의 은행 뽑으라면 우리은행 어플 뽑습니다 스마트뱅킹 이렇게 불편하고 직관적이지 못하고 사용하기 싫은 어플은 처음이네요 별 1점주고 싶은데 없어서 1점 드려요 타행 어플들이 쓰기 편한 건지 이 어플이 불편한 건지 안되는 거 투성이
672,오늘 아침부터 계속 앱 실행이 안됩니다 빨리 송금해야 되는데 정말 미쳐버리겠네요
673,머니게임 보고 유리은행으로 갈아탔는데 메가를 포스터 땜에 다시 갈아탐 
674,Perfect
675,주거래은행 바꿀 생각
676,WWeb 발신 우리은행 전권님 대출금 73320525원에 대해 03월 22일 납입할 금액은 350364원입니다
677,머니게임 보고 왔습니다 314
678,3141592 때문에 잘 쓰고 있습니다
679,그냥 머니 게임 보고 정떨어짐
680,이체를 하거나 어떤 업무를 본 후 다시 원래 화면으로 돌아가지 않아요 갑자기 화면이 까맣게 먹통이 됩니다 오픈뱅킹을 이용하면 그 증상이 더 심해져요 토스 쓰다가 적금 이율 때문에 오픈뱅킹 시작했는데 너무 짜증이 납니다
681,갈아탑니다
682,와 진짜 미 치긋네요 생채 등록 간편등록 금융 등록 등 좀 하려는데 왜 계속 디지털 otp 거래 오류 등록 승인 대기 a903 이 뜹니까 머고 진짜 불편하게 계속 아이디 비번 적고 로그인해야 되고 메인보드 교체해서 다시 등록하려고 해도 안되고 기존 거 해지하고 하려 해도 오류 뜨고 당장 마 수정해 주소 성질나네 진짜
683,아니 이거 며칠 전부터 앱 실행되면 화면 제일 어둡게 조정되고 무슨 버튼을 눌러도 아무 반응이 없을 그냥 공인인증서 비번만 누르고 얼마 남았는지 확인만 가능함;;;
684,이렇게 우리은행을 공인인증서 메인 은행으로 했던 게 후회되는 날은 처음이네요 여러 은행 앱을 써봤지만 가장 성능이 뒤떨어지고 설명이 부족하고 사람 열받게 하는 앱입니다 공인인증서 가져오기를 마쳤으니 바로 지워야겠습니다 아마 내년에 다시 공인인증서를 가져와야 되니까 이 앱은 그때 다시 깔겠네요 그때도 앱이 개판이면 우리은행은 그냥 거래정지해야겠네요 최소한 앱을 만들었을 때 다음 상황이 진행이 안될 때는 오류로 진행이 안된다고 만들어주시길 바랍니다 이 앱은 뜬금없이 동의가 되지 않았다면서 처음부터 재시작을 시킵니다
685,너무 불편합니다 간편 인증 분명 설정했는데도 몇 번 결국 초기화됩니다 이체할 때마다 인증하는 게 많고 보안카드 번호도 필요하고 도저히 못쓰겠기에 주거래 은행 바꿉니다
686,전체 계좌  다른 은행에서 한 번에 30개 계좌만 잔액조회가 됩니다 30개 제한 없이 전체 오픈뱅킹에 등록된 계좌의 잔액을 수동으로 새로 고침 없이 자동으로 새로 고침되어 총액을 보고 싶습니다
687,로그인 비밀번호 오류라고 실명인증하래서 했더니 무슨 비대면 인증을 하래서 신분증 잘 촬영했더니 계속 인증 오류 뜨고 뭐 하자는 겁니까 비대면 인증 없애고 당장 pass 인증으로 다시 해주시죠 답답합니다 진짜로;;;
688,이상하네요 화면이 검게되어 활성화가 안되고 터치도 안되고 다시 깔아야 할까요 왜 이럴까요 흑흑
689,머니게임 보고 왔습니다
690,V3 왜 자꾸 자동 실행 안 되나요 어플 지우고 다시 깔아보라고 해서 거의 껐다 켜라 수준 대책이라 이게 뭔가 싶었는데 그래도 매번 v3 수 동 실행하고 어플 다시 들어가는 것도 짜증 나서 하라는 대로 어플 둘 다 지우고 다시 깔고 지문등록부터 다시 다했는데 하루 지나니 똑같네요 뭡니까 이게
691,생체 인식 지문 더럽게 안됨 
692,월급 급여 3월 연말정산 때문에 2월에 두 번 들어왔다고 주거래통장으로 인정이 안된다고 5월에 사전 통보 없이 수수료 걷고 있음 그냥 수수료 안 하는데도 많은데 다른 데로 그냥 갈아탑니다
693,자꾸 멈춰요 왜 그러나 요
695,앱에 아예 안 들어가죠요
696,홈 화면 업데이트는 무슨 생각으로 한 건지 이해를 할 수가 없네요 개발자들은 은행 계좌 안 써봤나요 지금까지 타행에 비해 앱이 좋다고 생각하고 있었는데 장점을 스스로 갔다가 버려버렸네요
697,며칠 전부터 갑자기 실행이 안돼요 삭제했다 다시 깔아도 어플 키고 파란 첫 화면에서 로딩 중 화면에서 앱 멈추고 종료돼요 하루 기다리면 해결되어있읗 줄 알았는데 답답하고 짜증 나서 처음 리뷰 남겨요 며칠 동안 은행 어플을 전혀 이용을 못하는 경우가 생기다니;
698,아니 왜 설치가 안되죠 공인인증서 때문에 설치해야 하는데 계속 대기 중이라고 뜨네요 답답해죽음
699,ㅐㅔ김성자 께 온 656 ㅐㅔ김  피자
700,배너가 너무 올라갔다 내려갔다 거려서 정신없어요
701,로그인하고 첫 화면에서 어두운 상태로 아무것도 안 눌리는데 왜 이런 건가요 계속 시도해도 어플을 지윘다 다시 깔아도 똑같네요
702,접속하면 원터치 리모컨 접속했다는 푸시가 뜨면서 어플이 멈춥니다
703,로그인 후 먹통 현상이 수시로 있습니다 어두운 화면 인체로 모든 터치가 안됩니다 마치 안 보이는 팝업창이 떠있는 듯이 말이죠 삭제 후 다시 깔아도 마찬가지입니다 너무 불편합니다
704,로그인 후 무한 로딩으로 은행 업무를 못 봅니다 빠른 조치 바랍니다 통장 잔고도 떠있는데 아무것도 클릭이 안됩니다
705,즉시 결제 왜 화면이 하얗게 나오고 먹통인가요 저번 달도 못했는데 다시 깔아도 안되고;;
706,계속 대기 중 모드에서 넘어가질 않아서 사용할 수가 없네요 어찌하면 될까요
707,잘 이용하고 있습니다
708,짜증 나요
709,어플 관리 똑바로 해라
710,설명 더럽게 어렵게 돼있고 알아서 찾아서 실행해야 됨 이 외에도 지문인식 잘 되다가 왜 지워진 거며 그 또한 설명조차 없고 등록하는 방법도 없음 결국 스트레스 가득임 별 마이너스 없나
711,지문인식 후 메인 창 로딩 시 너무 오래 걸려요 광고인 거 같은데 좀 빼세요
712,참 속 터져서  어쩔 수 없이 씁니다만 중요한 업무는 데서 하기로 했습니다
713,굿
714,아 공동 인증서 쓰래서 재발급 받아야 하는데 한시가 급한데 점검을 4시간씩이나 처하네 너무 좋은 어플이네요
715,원뱅킹 아이디 비번 틀리면 생년월일도 적는 칸이 나오더라고요 모르고 생년월일 틀리게 눌렀는데 로그인이 되네요 혹시 몰라 두 번 더 다른 걸 눌렀는데 생년월일 달라도 로그인이 되는 건 무엇인지 궁금하고 타은행 연결 모든 정보들까지 삭제하는 탈퇴하는 법도 안내 바랍니다
716,휴대폰 번호 변경되어서 변경하려고 추가 인증하는데 변경 전 번호가 바뀌질 않는데 변경을 어떻게 하라는지 답변 좀 요
717,사용하기 불편하게 만든 앱
718,우리카드 삭제한다 로그인도 안 되는
719,업데이트 이후 너무 불편해졌어요
720,도대체 뭐 하자는 거예요 업데이트하고 나서 생체인 증 안되고 공인인증 아무리 해도 등록 안되고 계속 홍채인증 끝났다고 안된다고 하지 지문도 안된다고 하지 무한 도돌이표네 되는 게 없어요 짜증 나네 진짜 전화하면 되기는 해요
721,로그인 오류 대체 언제 복구됩니까
722,이번 리뉴얼 작업할 때 예전 원터치 뱅킹 개발자들 다시 불러오셨나요  업데이트 후 지문인식 후 메인 화면으로 넘어갈 때 기다리는 시간이 너무 길어졌습니다 가끔은 아예 멈춰버리기도 하고요 리뉴얼 직전이 더 간결하고 나았던 것 같아요
723,메인화면에 예전처럼 전체 계좌가 다 보이게 해주세요 아니면 설정에서 최초 화면을 홈이 나 전체 계좌 보이게 옵션 켜고 끄게 해주시던가요 업데이트할수록 이상해지네요
724,회사 은행이라 쓰는데 진짜 문제다 어플이 매번 오류 나는데 누구한테 보고하냐 상담원은 내일 낮에 전화하란 소리나 하고 그럴 거면 그냥 업무시간에 전화하라고 하지 임직원끼리도 오류 내역에 대한 공유가 안되면 대체 어쩌는 거냐 비추한다
725,좋아요
726, 아시아 선수권대회비
727,우리은행 앱 잘 되어있네요
728,그냥 만든 것이 확실함 오류 오류 아무 생각이 없는 앱
