,comment
1343,빠르고 편리해요
1344,잘 사용하고 있습니다
1345,유용하고 편리하게 잘 쓰고 있어요
1346,쉽게 확인하고 가입 해지 이체 좋아요
1347,주로 이용하는 은행이라 자주 쓰는데 편리하게 잘 쓰고 있습니다
1348,좋습니다
1349,알림이 앱 보다 더 좋은 것 같아요 바로바로 잔액 확인할 수 있으며 깨끗한 ui가 마음에 듭니다
1350,번거로운 절차 없이 사용이 편하게 개선되어 최근 더 많이 애용하게 된 거 같아요
1351,제가 살고 있는 주변에는 NH 은행이 없어서 주거래 은행으로 이용은 못하고 있지만 아주 오랜 세월 동안 계좌 유지하고 있답니다 아이들 학교 다닐 때는 스쿨뱅킹으로 활용하다가 고등학교 이후에는 주로 형제들 회비 관리 계좌로 이용하고 있는데 최근에 스마트뱅킹 스마트폰에 설치하고 좀 더 편리하게 이용하고 있습니다 요즘은 비대면으로도 쉽게 설치하고 이용할 수 있어서 더더욱 편리하고 좋네요
1352,주거래은행이라 늘 사용해요 앱도 사용하기 편하고 좋아요
1353,주거래 은행으로 사용하고 있습니다 아쉬운 점이 있다면 가끔 앱 내에서 이동속도가 좀 더딥니다
1354,사용하기 편리합니다
1355,굿굿 좋아요
1356,앱 로그인 즉시이체 두 계좌이체 등 자주 사용하는 기능들이 쉽고 간편해서 좋습니다 그리고 보유 중인 계좌와 거래내역 등도 원하는 조건으로 잘 확인이 되네요
1357,농협만 한 뱅킹 시스템이 좋은 데는 없는 거 같아요 NH 스마트뱅킹 최고입니다
1358,사용하기 쉽고 편리해요
1359,좋아요
1360,편리하고 좋아요
1361,보기 편하게 잘 되어있어요
1362,로딩할 때 종종 업데이트 진행하던데 기다리기 답답해요 어플 업데이트로 하면 밤새 알아서 진행되어서 더 편할 거 같아요
1363,어려움 없이 잘 사용하고 있어요 스마트뱅킹은 필수 어플입니다
1364,쓰기 쉽고 편해요
1365,사용하기 편해요
1366,20년 넘는 주거래 은행으로 사용하고 있으며 은행에 가기 힘든 시기 때 유용하게 사용하고 있습니다
1367,빠른 처리 너무 편해요
1368,사용하긴 편해요 근데 이체 수수료가 계속 나가요 다른 은행은 수수료 없는 곳도 있는데 그런 차이 때문에 점점 이용을 안 하게 되네요
1369,편리한 UI 깔끔하네요
1370,이용이 참 편합니다
1371,손쉽게 이체가 가능하고 편리하나 콜 뱅킹이나 올인 뱅킹과 차이점을 못 느낀다는 게 아쉬워요
1372,실시간 상담 채팅 메뉴가 찾기 어려워요
1373,편해요
1374,타 금융권 앱에 비해 로그인이나 송금 시 더 간편하게 절차가 개선됐으면 좋겠습니다
1375,주거래은행으로 주로 모바일뱅킹을 사용하고 있습니다 항상 안정적으로 편하게 사용하고 있어서 맘에 듭니다 앞으로도 많이 사용하겠습니다
1376,로그인도 잘되고 시인성도 깔끔해서 좋아요
1377,업무상 전국적인 영업점을 갖춘 은행이 필요하여 주거래은행으로 농협을 선택하였고 앱 또한 5년 전부터 꾸준히 사용하고 있습니다 주로 조회 이체 오픈뱅킹 예적금 등의 기능을 이용하고 있는데 전혀 불편함 없이 아주 만족합니다 억지로 단점을 찾으려 해도 쉽지 않을 정도네요
1378,사용하기 편리하고 업데이트도 잘 되어 10년 동안 잘 이용하고 있습니다
1379,좋아요 만족합니다
1380,메뉴 찾기 쉽고 복잡하지 않아 사용하기 편리합니다
1381,손안에서 은행 업무를 비대면으로 해결하니 참 좋네요
1382,편안하게 사용하기 좋습니다 오류 없고 간편해서 잘 쓰고 있어요
1383,좋아요
1384,잘 사용하고 있어요
1385,몇 년째 이용 중 편리한 편이지만 다른 은행들 어플들과 비교했을 때 신분증 인식 못 하는 카메라는 농협이 유일했음 신분증 인식 기능 좀 개선해주세요
1386,매뉴얼에 대해 설명이 잘 되어있어 사용하기 편리합니다
1387,편리하고 좋아요
1388,빠르고 사용하기 편리해서 좋아요
1389,이전보다 편해졌다
1390,편해 요일 년 동안 써봤는데 은행 갈 일이 없네요
1391,농협뿐만 아니라 타은행을 한눈에 볼 수 있어 좋아요
1392,오랫동안 쓰는 앱인데 점점 더 편해지는 거 같아요 잘 쓰고 있습니다
1393,비대면이 필요한 지금 모든 은행 업무 처리 가능
1394,스마트뱅킹 덕분에 너무 편리해졌습니다
1395,저도 주거래 은행이 농협이에요 편리 정확 신속합니다 자주 이용하는 앱이에요 농협 흥하세요
1396,있을 거 다 있고 보기 편하고 좋아요 딱히 단점도 없습니다
1397,편리하게 잘 사용하고 있어요 결제부터 이체 공과금 수납까지 은행 갈 일이 없네요 
1398,편리하고 좋아요 이체한도만 더 올려주세요
1399,처음 해봐도 송금 자동이체 신청 등이 간단해 누구나 쉽게 이용할 수 있고 계좌관리가 편해 주거래은행을 농협으로 변경했어요 연세 있으신 저희 부모님도 농협으로 첫 스마트뱅킹 시작하셨답니다
1400,보다 사용하기 편리하며 앱 하나로 관리가 쉬워서 좋음
1401,주거래 은행으로 무엇보다 사용이 아주 편리합니다
1402,사용하기 편리하고 좋아요
1403,사용이 편리하고 좋아요 자주 이용합니다
1404,항상 편리하게 잘 이용하고 있어요 굿굿
1405,사용하기 편리하고 간편해서 좋습니다
1406,우선 앱 뜨는 시간이 빨라서 좋네요 다른 건 좀 더 써봐야 알겠지만 아직까진 만적하며 사용하고 있습니 디
1407,늘 사용하고 있는 앱입니다 편리하고 간편하고 은행가는 시간을 절약할 수 있어 좋아요
1408,사용 간편
1409,직관적이며 보기 편하네요 잘 사용하고 있습니다
1410,공과금 이체 대출 적금 등 이제는 직접 은행에 안 가고 앱으로만 할 수 있어 시간 교통비 종이통장 불필요 등 모두 절약이 되니 대만족입니다
1411,Bravo ️
1412,주거래은행이 농협이라 모바일뱅킹도 이어 플로 시작하고 아직까지 사용 중입니다 농협 어플이 생각보다 많아서 설치도 이것저것 했었는데 가장 편리하고 직관적이어서 그런지 nh 스마트뱅킹을 자주 사용하게 되더라고요 근데 다른 은행 어플에 비해서 이벤트가 다양하진 않은 것 같아요
1413,심야시간에 왜 이렇게 느린 거요
1414,아주 잘 쓰고 있는 은행 어플입니다 유용합니다
1415,UIUX가 간단명료하고 메뉴 구성이 심플해서 일아보기가 쉽다 콘텐츠 풍부  이벤트 및 NH 관련된 상품 정보도 한눈에 알아볼 수 있다 안전성  단 한 번도 로그인하는데 불편함이 없었음
1416,최근 이체 기록을 좀 더 많이 보여 주면 이체하기 편하겠어요 즉시이체란 말 대신에 이체하기나 이체 송금이라고 하는 게 좋겠어요 굳이 즉시란 단어를 붙일 필요가 없네요 송금수수료 무료나 백원 정도로 낮게 하면 귀향을 보다 많은 분들이 사용할 겁니다
1417,앱이 사용하기 편하고 복잡하지 않아서 좋습니다
1418,오류 메시지 나오면서 지점 가보라며 잔액조회 불가 이체도 불가라고 계속 나와서 결국 12시 넘어서 못했어요 이게 뭔가요
1419,좄아요
1420,로그인할 때도 지정한 비번으로 간편하게 로그인할 수 있어서 편하고 이체 등 앱 사용이 편합니다
1421,군더더기 없이 간결하고도 빠른 서비스를 제공해서 만족스럽습니다 업데이트가 거듭될수록 이용자들이 편리하게 사용하게끔 바뀌고 있다는 점에서 높은 점수를 주고 싶습니다
1422,다양한 금융상품 확인 편해졌네요
1423,몇 년째 사용하고 있지만 오류로 버벅거린 적이 거의 없었고 로그인 방식이 편해서 자주 사용하고 있습니다
1424,업데이트 후 사용하기 편해졌어요
1425,업데이트되면 될수록 더 편리해지는 거 같아요
1426,고등학생 때 첫 적금통장을 농협에서 만들고 시작하다 보니 어느새 주거래통장이 농협이 되었네요 항상 편하게 사용하고 있습니다
1427,거래내역 등 빠르고 쉽게 볼 수 있어서 잘 사용하고 있습니다
1428,일반적인 여타 다른 은행들과 비슷해서 쓰기 익숙해요
1429,5년째 사용하고 있는데 편함 최고임
1430,좋아요 편리하게 이용 중입니다
1431,간편해요 저의 제일 오래된 계좌라서 제 계좌로 쓰면서 인증서의 발급은행이기도 해서 정이 갑니다 사용하기 편한 올인 뱅크 쉬워서 잘 쓰고 있어요
1432,주거래은행으로 이용 중이며 점점 업그레이드돼서 사용하기 편리해지고 있습니다
1433,사용하기에 편리함
1434,다른 은행 어플도 쓰는데 저는 농협 어플이 더 쓰기 편한 것 같아요 은행마다 다양한 기능을 제공하지만 농협이 조금 더 보기 편해요 오류 난 적도 없고 만족하며 잘 쓰고 있습니다 최근에 쓰면서 만족했던 건 암보험 하나 가입할까 했는데 뱅킹으로 편하고 생각보다 저렴하게 가입했던 점이에요
1435,좋아요
1436,주거래은행이라 자주 사용하는데 편리하고 쉽게 되어있어서 좋아요
1437,잘 사용하고 있어요
1438,사용하기 편하게 잘 만든 어플이라고 생각합니다 상품 가입하기도 잘 쓰고 있고 계좌이체도 편합니다 IRP 통장도 앉은 자리에서 뚝딱 만들 수 있어요 세상 좋아졌습니다
1439,대체로 편리하고 좋은 편입니다 단 메인화면의 아래 보이지 않는 정보 이벤트 등도 스크롤 바를 내리지 않고 한눈에 보였으면 좋겠습니다
1440,전반적으로 깔끔하고 가시성이 좋아서 사용하기 편한 것 같아요
1441,편리하고 좋습니다
1442,메뉴 구성이 깔끔하고 정돈된 느낌이어서 이용할 때 눈이 피곤하지 않아요 농협 앱을 자주 사용하니 익숙해서 그럴 수도 있겠지만 다른 은행 앱도 세 개 정도 더 이용하고 있는데 필요한 업무를 찾기에 가장 빠르고 편합니다 컴맹에 스마트폰도 잘 못 쓰는 편인데 이 앱은 아직 불편함 못 느꼈네요
1443,초등학생 때부터 주거래은행이 농협이라 쭉 인터넷뱅킹 사용하고 있는데 모바일 너무 편리하고 ui도 보기 편하고 적금도 한눈에 보기 쉽게 되어있어서 적금 가입 1분 만에 마쳤습니다 저의 20년 주거래은행 농협이 어플이 편리하게 사용할 수 있게 되어 좋네요
1444,좋아요 잘 쓰고 있습니다
1445,7년 전 지금 직장으로 이직한 뒤로부터 농협을 주거래 은행으로 쭉 사용해 오고 있습니다 NH 스마트뱅킹 접속 시 굉장히 간편하게 비밀번호로 로그인이 가능하며 간편 이체 사용 시에서 손쉽게 간편 이체를 사용하여 걱정 없이 잘 사용하고 있습니다 편리하고 손쉽게 사용할 수 있어 참으로 좋은 앱인 것 같네요
1446,제가 사용하는 은행 어플 중에 가장 편한 듯 요 두 계좌이체 방법도 굉장히 쉬워요
1447,윤아소 농협 좋아요
1448,저는 앱 사용하기 편리합니다 화면 구성도 알아보기 쉽게 되어있고 이체나 거래단계들도 많이 간소화되어서 손쉽게 사용할 수 있어 좋습니다
1449,좋아요
1450,쉽고 편하게 이용하기 좋게 잘 되어있어서 다른 은행 다 정리하고 농협 뱅킹에 올인합니다
1451,쓰기 매우 편리합니다 사용하는데 정말 쉽습니다
1452,쓰기 편하고 좋습니다
1453,너무 사용하기 편하고 좋은 거 같아요
1454,사용하기 편하게 메뉴 구성이 잘 되어있어요 이체도 간편하고 속도도 버벅대지 않고 빨라서 좋습니다
1455,메뉴나 용어들이 보기 쉬워요
1456,편리합니다
1457,괜찮다
1458,앱 사용 편리하고 쉬어요 
1459,늘 사용하지만 이용하기가 편하고 쉽습니다
1460,항상 애용하는 스마트뱅킹입니다 이벤트도 많아서 응모하고 기대도 해봅니다
1461,주거래은행 농협 너무 사용하기 편리하고 어딜 가나 찾을 수 있는 은행 어플도 사용하기 쉽고 간단해서 좋습니다
1462,편리하게 잘 만들었어요
1463,주거래 은행이라서 자주 사용하는데 편리해요
1464,잘 쓰고 있습니다
1465,속도만 좀 더 빨리면 더 좋겠어요 주거래은행입니다  펀드 상품 소개가 좀 더 구체적이면 좋겠어요 기준가도 6개월 기본 설정 말고 사용자가 설정할 수 있도록 하면 더 좋겠고요 좋은 금리 상품 부탁해요
1466,몇 가지 업무가 폰에서 이루어지기에 내방하지 않아도 되는 편리함 시간 절약돼요
1467,주거래은행으로 올인 뱅크와 함께 잘 사용하고 있어요
1468,주거래은행이라서 오래 사용해왔지만 타은행이랑 조금은 비교가 돼요 메뉴가 너무 흩어져있는 것 같아요
1469,편리하고 좋아요 자동 로그인 기능이 생기면 좋겠어요
1470,잘 이용하고 있어요 사용하기 편리하고 좋아요
1471,편리하고 간편해서 좋아요
1472,사용하기 아주 좋아졌네요
1473,점점 진화되고 있음
1474,편리해요
1475,감사합니다
1476,오래전부터 사용 중인데 편하고 좋아요
1477,갤 10 어플 업데이트 후 하루 종일 실행 안 되네요
1478,몇십 년 주거래은행이라 처리할 일이 너무나 많은데 앱 덕분에 편리하게 이용하고 있습니다 강력 추천
1479,잘 사용하고 있는 농부입니다 앞으로도 계속 사용합니다
1480,사용이 간편하고 좋아요
1481,사용하기 편해요
1482,사용은 편리하지만 로그인이 조금 늦는 것 같아 별 하나 뺐습니다
1483,앱 사용이 정말 편리하게 잘 되어있어요
1484,계좌이체 시 보내는 곳의 이름이 나왔으면 돟겠음
1485,가끔 버벅거립니다
1486,편리한 농협 뱅킹
1487,매우 편리합니다 좋아요 잘 쓰고 있어요
1488,전체적으로 보기 편하고 메뉴 구성도 잘되어 있어 사용하기 편하나 간혹 로그인이 지연되거나 무한 로딩이 되는 경우가 있어요
1489,잘 사용 중이고 자주 쓰이는 거 한눈에 볼 수 있어서 좋습니다
1490,사용하기 편리합니다
1491,사용하기 너무 좋고 편리합니다
1492,렉 걸리는 부분도 없고 무난 무난하게 잘 쓰고 있어요 만족합니다
1493,농협 주거래은행으로 바꾸면서 잘 사용 중입니다
1494,로그인이 간편하고 주로 사용하는 이체메뉴나 계좌 확인이 점점 편해지는 것 같아 좋습니다 계속 발전하는 모습 기대합니다
1495,고객이 사용하기에 편리합니다
1496,처음 사용해봤는 제 생각보다 편리하게 구성되어있네요
1497,다른 은행 어플보다 쓰기 편해서 사용합니다
1498,간편하게 잘 쓰고 있어요
1499,사용하기 편리해요
1500,사용하기 편리합니다
1501,잘 쓰고 있음
1502,편리합니다
1503,로그인 방식을 선택 가능한 장점 기능 있음 부부가 농협 각자 계좌를 확인하고 싶을 때 간편 비밀번호 당사자 구 공동 인증서 배우자로 온라인에서 쉽게 변경된다 하마터면 은행 방문할 뻔 클릭 문구가 있답니다
1504,편함
1505,편리하고 좋아요 오류 나거나 하는 시스템 오류 없어서 더욱 좋아요
1506,메뉴가 직관적이고 사용하기 편리해요
1507,간결하게 사용 가능합니다
1508,이체 조회 등 사용이 편리해요
1509,입출금 수수료도 면제되고 뱅킹 하나 깔아놓으니 이것저것 안 해도 되니 너무 편하고 좋네요
1510,농협 스마트뱅킹 예전보다 훨씬 좋아졌네요
1511,많은 계좌를 한 창에서 볼 수 있어 정말 편리합니다
1512,좋아요
1513,잘 쓰고 있습니다 전보다 이체하기 편해졌어요
1514,쉽고 편리합니다
1515,사용하기 편리합니다
1516,편리한 이체 금융관리 다만 로그인 방식을 좀 더 다양하게 해 주었으면 합니다
1517,주 거래 20년 이상 되었는데 어플은 농협이 젤 쉽고 보기도 편한 것 같아요 한눈에 여러 계좌를 볼 수도 있고 이체도 간편해서 좋아요
1518,시인성이 좋고 사용하기 편함
1519,제일 자주 사용하는 금융앱이에요 편리하게 사용 중입니다
1520,원래 리뷰 진짜 안 남기는데 농협 스마트뱅킹은 짱 편해요 고민 말고 다운로드하세요  진짜 엄청 편리하고 요즘 같은 시대에 은행 안 가도 되고 제일 편하고 좋은 것 같아요  강력 추천합니둥  계좌조회도 쉽고 카드 없이도 ATM 출금 가능하다는 점 다들 아시나요 농협에서 나온 앱들은 하나도 빠짐없이 다 좋으니 한 번씩 다운 받아보세욤
1521,잘 사용하고 있습니다
1522,항상 편리하게 사용하고 있습니다
1523,편리하고 좋아요 늘 잘 쓰는 앱이고 유용해요
1524,편하고 좋네요
1525,간편해서 좋다
1526,직관적이고 심플하며 편리합니다
1527,전체 계좌를 한 번에 조회할 수 있어서 편리하네요
1528,가시성이 좋으며 사용이 편리해 꾸준히 사용하고 있습니다 은행에 가지 않고 예적금을 손쉽게 가입할 수 있어 편리하고 좋아요
1529,사용하기 편리하고 좋아요
1530,유용합니다 가끔 오류가 있긴 하지만
1531,좋아요
1532,편리해짐
1533,간편론 그 인도 편하고 타행 앱과는 달리 접속 지연이나 튕김 현상도 거의 없어서 좋아요 메뉴 찾기도 편리합니다
1534,매일 편리하게 잘 사용하고 있어요
1535,사용하기 편해요
1536,앱 설치부터 로그인 이용방법 등 이해하기 쉽고 사용 간편합니다 아주 좋습니다
1537,10년 넘게 사용 중입니다 큰 에러 없이 잘 쓰고 있습니다
1538,더 다양한 정보를 제공 바래요
1539,볼따구니 별명 쉽고 편해요
1540,시간상 빠르게 이체해할 때 너무 도움이 됩니다
1541,다른 은행에 비해 한눈에 잘 들어옵니다 사용하기도 편리해요
1542,잘 사용하고 있습니다
1543,역시 농협이죠
1544,주거래은행으로 출금 및 이체가 편리합니다
1545,처음 직장을 다니며 만든 월급통장을 20년 넘게 쓰고 있네요 은행을 가기보다 지금은 스마트뱅킹을 사용하지만 농협 스마트뱅킹 앱은 사용 구조도 편리하고 간단한 것 같습니다
1546,매우 직관 직이며 사용이 편리하고 좋은 앱입니다
1547,처음 농협을 이용하면서 쉽고 편리함으로 인해 계속 이용 중이네요 계속 발전시키고 업데이트해주는 방식에 매우 만족하며 잘 사용하고 있이 그때그때 입출금을 알 수 있어서 좋아요 고민하고 계시고 계신다면 적극 추천합니다
1548,사용자가 쓰기 좋게 잘 되어있어요 좋아요
1549,집에서 웬만한 은행 업무를 할 수 있어서 편리하게 사용 중이다
1550,주거래은행으로 언제나 편리하게 이용하고 있어요
1551,비대면으로 할 수 있는 게 많아서 좋아요
1552,시안성 및 간편성
1553,정말 편리합니다
1554,많이 편해지고 빨라졌네요
1555,어플이 직관적이고 편리해요
1556,전 좋아요
1557,농협이 대부분의 사람들이 필수로 거래하고 있는 은행이라 농협 앱을 안 쓸 수 없는데 앱이 잘 구동돼서 좋아요 특히 자동 로그인 참 간편하고 좋네요 갤럭시 폴드 2 쓰고 있는데 접어서 쓸 땐 길쭉해서 화면 규격에 잘 맞지 않는 앱들도 있는데 화면구성이나 UI도 깨지거나 틀어지는 것 없어서 거래 시에 편하게 잘 쓰고 있어요
1558,몇 년간 쭉 써오던 앱임 다른 어플에 비해 자잘한 버그도 잘 없고 관리 잘 해오는 듯 지문인 식생 기면서 더 편해짐 앞으로도 쭉 서버 관리 잘하면 좋겠음 주거래은행은 잘 안 바뀌니까
1559,편하고 좋아요 이벤트도 자주 해서 더욱 좋아요
1560,편리하고 이용하기 좋아요
1561,간편하고 좋아요
1562,쉽고 간편합니다
1563,간편해서 좋음
1564,가독성 좋고 로그인 및 사용 편리함
1565,업데이트 메뉴가 첨에는 낯설지만 몇 번 실행 후는 편리함
1566,농협 어플 젤 익숙해서 그런지 굳굳
1567,간편하고 사용하기 편리합니다
1568,매일 사용하고 편해요
1569,최고여
1570,편합니다
1571,은행 어플 중에서 사용이 편하고 오류가 별로 없다 거래 시 보안 사항도 이중 삼중으로 체크되지만 별로 어렵지 않다
1572,스마트뱅킹 사용에 있어서 고객 입장에서 편의성을 가지고 있네요 농협은행과 지역단위농협은행까지 한 번에 이용 가능한 것도 너무 좋아요
1573,사용하기 편하고 좋아요
1574,주거래 은행인데 쉽고 빠르게 스마트 뱅킹 잘 이용하고 있습니다 감사합니다
1575,사용이 편리합니다 메뉴 구성이 용도별로 잘 모여있어 이용자가 편리하게 사용이 가능하네요
1576,쉽게 사용합니다
1577,내 손안의 은행이라 너무 편하고 좋아요 가끔 은행이 그리울 때가 있어요
1578,상담원이 비밀번호를 요구합니다 보이 스 피싱인 거 같습니다 농협 이용하기 싫습니다 보이스피싱이겠죠
1579,잘 쓰고 있음
1580,편리하고 빨라서 좋아요
1581,주거래 은행이라 오랫동안 사용해 오고 있는데 빠르고 이용하기 쉬워서 좋네요
1582,자주 사용합니다 바뀌고 나서는 사용하기 괜찮네요
1583,농협 어플은 NH 스마트뱅킹이 지
1584,주거래은행인 농협을 마주 편하게 이용하고 있어요 적금이나 예탁까지 가능하니 정말 편해요 간편 번호로 모든 업무 가능해서 더욱 좋아요
1585,기존 어플보다 사용자 편의성이 크게 향상되어 사용하기 편리해짐
1586,이체 수수료 500원을 떼 가네요
1587,다양한 이벤트 좋아요 농협 오랫동안 평생 이용하는 은행이 될 것 같습니다 단 인증서 갱신할 때마다 비번을 바꾸라 하니 머리가 복잡해지네요
1588,아주 훌륭한 은행 앱
1589,주거래 은행이 농협이라 항상 빠르고 편안하게 잘 이용하고 있습니다
1590,사용하기 편리합니다
1591,제일 자주 쓰는 어플이에요
1592,작동이 간편하고 편리해요
1593,아주 만족합니다
1594,일단 다른 은행 거 많이 써봤는데 너무 편하게 한눈에 볼 수 있어서 업무 볼 때도 너무 편해요 앞으로도 좋은 서비스 쭉 갔으면 좋겠어요
1595,이용하기 편리하고 구성이 깔끔하다
1596,편리하고 좋습니다 얼마 전 통장사본이 필요했는데 5초도 안 걸리는 시간에 전 계좌의 통장사본을 갤러리에 저장 가능한 점이 매우 놀랍고 유용했습니다 오래도록 농협 거래를 하게 되는 이유 대중적이고 신뢰 가고 그만큼 편의를 제공해주셔서인 것 같아요 감사합니다
1597,불편해도 컴퓨터에서 농협 인터넷뱅킹만 사용 해오다가 이번에 앱을 설치해보았는데요 로그인 방식 이체 등등 너무 편리하고 좋아요 그리고 이벤트 페이지도 한눈에 보기 너무 좋습니다
1598,쓰기 편해요
1599,기계치인 저도 손쉽게 헤매지 않고 쓸 수 있다는 것 그래서 전 다른 은행과 달리 농협을 주 거래로 하게 돼요 심플하면서도 처음 들어온 누구든 쉽게 찾을 수 있게 되어서 저처럼 복잡한 거 싫은 분들께 딱
1600,좋아요 로그인도 편리하고 금융앱 중에서는 제일 괜찮은 것 같아요
1601,굿굿 농협만 씁니다
1602,여러 은행 어플 사용하고 있는데 이체 조회 등 사용 편하고 화면구성도 좋습니다
1603,공인인증서가 없어도 돼서 편리하네요
1604,잘 쓰고 있어요
1605,너무 편하고 잘 사용하고 있어요 뱅킹 킹왕짱
1606,사용 편의성이 아주 좋네요
1607,스마트뱅킹 너무 편리하고 간편해서 좋아요 특히 급하게 사용해야 할 때 너무 좋아요
1608,사용하기 편해요
1609,주거래은행이 농협이라 쭉 사용하고 있는 어플입니다 타은행과 비교 시 메뉴 구성이 복잡하지 않아 편하고 좋아요 지금껏 사용하면서 오류도 없었네요
1610,내 폰에는 5개 은행 앱을 깔아놨는데 농협은행 앱이 가장 편리하게 한눈에 들어오고 오픈뱅킹하니 굳이 다른 앱을 사용 안 해도 되더라고요 실적이 우수한 것도 아닌데 사용하니 등급 혜택이 적용돼 타행이체 무제한 수수료 면제에 여러 혜택까지 컴퓨터 못하는데 앱이 쉽고 이벤트도 많이 해서 재미로 참여했다가 캐시도 받고 내 손안에서 은행 업무 보니 너무 편리 행복합니다
1611,편안한 은행 업무를 손끝에서 볼 수 있음
1612,편하고 좋습니다
1613,이체 및 통장 관리가 쉬워요
1614,오류가 많네요 불안해서 영
1615,주거래은행이라 자주 사용하는데 필요한 메뉴들이 직관적으로 보여 좋습니다 다만 가끔 에러가 나는 점이 아쉽습니다
1616,굳
1617,간편합니다
1618,오류 없이 편리하게 잘 돼서 좋아요
1619,잘 쓰고 있어요 페이지 로딩 시간이 좀 더 빨라지면 더 좋겠습니다
1620,나이가 몇 살부터 카드 등록 가능한가요
1621,로그인 자판은 작아지고 계좌 내역 칸은 너무 커서 조회내용이 더 적게 나오네요 이전이 체내용을 그대로 쓸 수 있는 건 장점 그전 꺼 비교해서 자판 키우고 나만의 스마트 활성화 동물 크기도 크게 내역 한은 줄일 수 있을까요
1622,잘 쓰고 있어요
1623,간편 비밀번호로 로그인해 이체가 쉬워 좋아요
1624,사용이 편하고 여러 기능이 좋아요
1625,농협 고객이라면 필수로 있어야 할 간편한 앱 시간 공간 제약 없이 통장관리 및 이체 편해요
1626,잘 쓰고 있어요
1627,주 거래를 국민은행으로 하다가 급여가 농협으로 바뀌면서 많이 사용하게 되었는데 편리하게 화면이 잘 구성되어 있네요 앞으로도 계속 편하게 사용할 거 같습니다
1628,주거래은행이 농협이라 그간 콕뱅크 등 농협 어플을 여러 개 사용해봤지만 NH 스마트뱅킹이 가장 쓰기 편한 것 같아요 간편한 로그인과 이체 방식은 물론 메뉴 구성이나 배치가 대체로 깔끔해서 여러 면에서 은행 업무 보기에 최적화되어 있다고 느꼈습니다 어르신들에게도 어렵지 않아 더 좋네요
1629,불편해서 사용할 수 없네요
1630,오랫동안 사용해서 그런지 편리하고 메뉴도 알기 쉽게 되어 있어요
1631,사용하기 간편하고 좋습니다
1632,간편 비밀번호 설정으로 로그인 용이하고 이체 시 그동안 이체정보 나눔으로 편리하다 적금 정보나 대출정보를 한눈에 볼 수 있으며 급한 가계대출 이용이 편리하게 되어있어 나름 급한 불 끈 경험이 있어 좋았다
1633,좋은 거 같아요
1634,펴리 합니다
1635,우리 농협쌀을 이용합니다 다른 나라 이용하지 말고 농협 물건 싸먹고 우리나라 잘 삽시다
1636,한동안 농협 뱅킹 안 쓰다 다시 사용하기 시작했는데 매뉴얼 구성이 심플해지고 사용하기 편하게 변경된 부분이 많아 좋네요 홈 화면에 여러 배너 뜨지 않고 메인화면에 바로 계좌가 떠서 급히 확인하거나 처리할 때 손가락 덜 고생시켜도 돼서 젤 좋아요
1637,주거래은행이라 자주 사용 중인데 불편 없이 매우 만족 중입니다
1638,앱이 사용하고 편리하고 좋아요
1639,늘 사용하는 앱 편리하고 좋습니다
1640,시간 절약에 도움이 되고 사용 간편함
1641,괜찮아요
1642,사용하기도 편하고 상품 보고 가입하는데 용이해요  현장에서만 가입 가능한 상품이 있으면 그것도 보여줬으면 좋겠어요
1643,찾기 쉽게 되어있어서 무엇보다 편리합니다 스마트한 nh 뱅킹 서비스 앞으로도 선두하는 뱅킹 서비스 부탁해요
1644,주거래 은행으로 사용하려고 설치했습니다 보기 편하고 앱이 잘 되어 있어 만족합니다
1645,폴더폰으로도 쉽게 잘할 수 있게 되어 너무 좋습니다
1646,은행을 직접 가지 않아도 되니 편리하고 좋아요
1647,몇 년간 잘 사용하고 있어요 편리합니다
1648,이체하기 편리하고 오픈뱅킹도 사용하기에 간편하여 자주 이용하고 있어요 예금 적금 펀드 가입도 편리하네요 신속하고 빠르게 할 수 있어서 좋은 것 같습니다
1649,두 달 사용했는데 사용하기가 편리하여 좋습니다 앞으로도 좋은 서비스 부탁드립니다
1650,빠르고 좋다
1651,좋아요
1652,이전에 비하면 큰 글 이체라든지 여러 기능이 보완되어 편리해진 것 같습니다
1653,로그인도 간편하고 정말 좋아요
1654,10년째 주거래 은행으로 사용하고 있고 타행이체 등 사용하기 편리해요
1655,간편하게 로그인할 수 있어서 더 편리해졌어요 오래오래 사용했는데 앞으로도 더 나은 시스템 구성으로 업글되길 바라요
1656,스마트뱅킹으로 거래하니까 은행에 가지 않아도 해결되는 일들이 많아서 몹시 편리합니다 직관적으로 한눈에 알아보기 쉬워서 부모님께도 한번 알려드렸는데 잘 사용하십니다 앞으로도 좋은 방향으로 계속 발전하기 바랍니다
1657,농협이 주거래 은행이라서 사용하고 있는데 예전에는 사용하기 어렵고 힘들었는데 요즘에는 정말 편하게 잘 되어있어요 타 은행 스마트뱅킹보다 더 좋은 거 같아요
1658,사용이 편리합니다
1659,아주 좋아요
1660,계좌개설 시 신분증 인증이 실패하여 몇 시간 애먹은 점 빼고는 잘 사용하고 있습니다 신분증 인증에 대한 문제는 저뿐만 아니라 다른 친구들도 동일하게 나타나고 있습니다 개선 부탁드립니다
1661,보기 쉽게 되어 있어서 사용하기 편리해요 타은행 계좌도 등록 가능해서 이 앱 하나로 입출금이 간편해져서 덕분에 자주 사용합니다
1662,내년엔 fatcacrs 확인서 제출을 영업점 말고 앱에서도 가능하게 팝업이 떴으면 좋겠습니다
1663,쉽고 간편해서 사용하기 편합니다
