,comment
721,계좌 개설하는데 인증번호만 받으면 정지가 돼버리네요 계좌를 못 만들고 있어요 빠른 해결 부탁해요
722,아니 잘 쓰다가 앱이 실행 화면에서 멈춰서 넘어갈 생각을 안 합니다 여러 번 삭제하고 다시 어플 깔아도 작동할 생각을 안 합니다 제발 좀 사용할 수 있게 만들어 주실 수 없을까요
723,플러스 박스에도 송금 기능 있으면 더 좋을 거 같아요 꺼내서 보내는 게 조금 번거롭습니다
724,한동안 안 썼다고 들어가지지도 않네요
725,유심을 인식을 못 하는데 왜 이러나 요 유심 계속 뺐다 끼고 폰 재부팅을 해도 인식을 못 하네요
726,카드 발급이 안됩니다 민증 발급일 입력하면 306 하면서 에러 떠요
727,계좌 등록 때 인증번호 받고 왜 멈추죠 여러 번 해도 항상 멈추네
728,아 왜 신분증 촬영이 안되는 겁니까 빛 반사도 안되고 칸 안에 맞추고 한참 있어도 안됨
729,앱이 업데이트되어있는데도 넘어가지 않고 자꾸 오류 뜨네요 빠른 조치해주세요
730,회원가입 인증번호 입력에서 멈춰버리는 현상이 계속되는데 왜 그러는 거죠
731,앱 먹통입니다
732,회원가인 창부터 오류 나서 넘어가지질 않는데 고객 유치도 제대로 못하시는듯합니다 가입하려고 하는데 금융 어플 안정성부터 이 수준인 걸 보니 믿고 사용 못 하겠네요
733,로그인 화면이 나타나질 않아 며칠을 고생했는데 리뷰 들어와서 알았네요 저는 제 폰이 오래돼서 그런 건 줄 알았는데 다들 첫 화면 먹통이었네요 이런 거 좀 안내해주시지
734,별점 하나도 아깝다 아니 XIBAR 인증번호 와서 쓰고 다음 누르는데 넘어가지지도 않으면 어떻게 만들라는 거야 개념이 있는 거냐 없는 거냐 비음 신들아
735,앱 부팅 시간 너무 느림 타사 비교
736,뭐 이딴 앱이 있음 계좌개설 휴대폰 인증부터 먹통이세요 안 할게요 빠앙
737,이거 안돼요 첫 화면에서 자꾸 멈춰요
738,앱 먹통 되어서 삭제하고 다시 해도 먹통이네요 서버 문제인가요
739,앱이 화면에서 먹통인데 어찌하나요 하루가 지났어요
740,머죠 왜 로그인 안댐
741,회원가입하려는데 계좌번호 입력하면 왜 자꾸 없는 계좌라고 뜨나요 일반 입출금 통장인데 인터넷 뱅킹 되는 통장 여나 되나요
742,아니 이체해야 되는데 왜 안됨 급한데 장난치나 안정적으로 못할 거면 서비스하지를 말든가 고객센터도 없고 머 하는 건데 죄송하다 하고 다음에 잘하겠다 하고 말 거야 나는 인생이 걸린 이체해야 되는데 안되는데 어떻게 책임 질지 정확히 설명하고 내 피해 어떻게 보상할지 얘기해
743,케이뱅크 망하는 수순인가 아니 계좌를 만들어놓고 열리지도 않게 하면 어쩌란 건지 급히 송금을 해야 하는데
744,접속은 되지도 않은 한심하고 쓰레기 같은 어플 돈 중요할 때 못 빼서 큰 손해만 얻고 감
745,어플 왜 이래요
746,아니 앱이 첫 화면에서 먹통 크라는 사람이 이렇게 많은데 앵무새처럼 캐시 지우고 네트워크 확인하란 말만 합니까 이 정도면 당연히 앱이 문제 있는 거지 이거 전자금융사고입니다 금감원이나 금보 원예 신고는 했나요 국민들 돈 쥐고 있는 은행에서 그것도 인터넷은행이란 곳에서 앱 먹통으로 만들어 놓고 긴급 업데이트도 없이 고객들 환경 탓합니까 은행이라고 차려놨음 kt처럼 운영하면 안 되죠
747,여러 번 삭제 후  다시 설치해도 앱이 안 열려요
748,아니 앱 실행 몇 주째 안되는데 언제 고쳐지나요 삭제했나 다시 깔아도 첫 화면에 멈춰서 진행이 안되는데 뭔가요 이거
749,아니 뭔 접속도 안되면 어쩌란 말이에요
750,왜 같은 오류가 반복해서 발생하는데 대처를 안 하는지 첫 화면 이후로 진행이 안되고 오류 발생으로 앱 종료 급하게 이체가 필요한 사람은 미쳐 버릴 듯 업데이트를 하던지 좀 사람들 반응에 긴급 대처가 절실히 요구됨
751,왜 앱이 안 열리죠
752,앱이 켜지지를 않아요
753,첫 화면 안 넘어가는 거 실화냐 은행 어플이 이런 게 말이 되나 다시 깔아도 계속 안됨 관리 좀 제발해라
754,이거 은행 맞나 어플도 먹통이고 체크카드 만들어도 한도도 안 풀리고 돈 끌어모으는 거만 목적이고 서비스는 완전히 개판이네
755,왜 접속 안돼요
756,저기요 답글 복사 붙여넣기하지 말고 제대로 일처리 좀 하세요 토악질 나오네 님들 돈이 묶여있어도 이딴 식으로 일 처리함
757,앱 첫 화면에서 먹통입니다 어찌해야 나나요
758,시작 화면에서 넘어가질 않네 아 짜증
759,작동을 안 함 이유도 없음 캐시 삭제해도 안됨 지웠다 깔아도 안 됨 와이파이 잡아도 안됨 그냥 안됨 설명 좀
760,어플이 왜 안 열려요 계좌에 얼마가 있는지는 알아야 될 거 아니에요 그리고 뱅킹도 업무도 해야죠;;
761,미쳤네 왜 첫 화면에서 멈춰
762,리뷰 보니까 문제점 인지하고 있는데 고칠 생각은 없나 어플 작동이 아예 안 되는데 뭐 하자는 거임
763,첫 화면 안 넘어갑니다 제거하고 재설치 시도 첫 화면에서 안 움직여요 거래도 못하고 어떻게 하나요 전화 연락은 안 되나요
764,며칠째 안 들어가죠요 주거래 은행인데 하
765,너희들은 그냥 사업 접으세요 며칠째 화면 넘어가지도 않고 진짜 리뷰 같은 거 안 쓰는데 이러려면 어플은 왜 만든 건지
766,잘 되던 케이뱅크 앱이 오늘 하루 종일 첫 화면서 먹통 됩니다 왜 그런가요 시정 안 되나요
767,앱 실행이 안돼요 첫 화면에서 멈춰있습니다 다시 깔아도 안됩니다 갤럭시 S20이에요 빠른 해결 부탁드립니다
768,왜 접속이 안되는 건가요 공지도 안 오고 며칠째 들어가지도 못하고 있는데 확인 좀 해주세요
769,지금 들어가지질 않는데 어떡하죠 제 돈은 먹는 건가요 얼마 되진 않지만
770,어제부터 앱이 안 들어가지는데 언제 고쳐지는 건가요
771,내부는 이 
772,지금 초기화면에서 안 넘어가는데 나만 그래요 앱 지웠다가 다시 깔아도 계속 안 넘어갑니다 답변 부탁드려요
773,업데이트가 안되고 계속 헛돌기만
774,갑자기 앱 안 켜짐 이틀 내내 이럼
775,며칠 전부터 앱 실행 시 로고 나오고 먹통 전원 껐다 키거나 새로 깔아도 안됩니다
776,앱 실행하면 첫 화면에서 넘어가지가 않네요 업무는 어찌 봅니까
777,삭제 후 다시 설치하니 되네요 첫 화면 멈추시는 분들 삭제 후 다시 설치요
778,왜 접속이 안 되나요
779,수수료 뺏어서 배불려 가는 은행
780,케이뱅크 업데이트하나요 어플을 키면 로그인도 안 되고 첫 화면에서 멈춰버리는데 공지사항에도 찾아볼 수도 없고 삭제했다가 다시 깔아야 되는 건지 금융 어플인데 이따위로 운영을 하시면 어떻게 이용하라는 겁니까
781,앱이 들어가지지 않네요
782,아니 왜 첫 화면에서 안 넘어가는 겁니까 관리 안 하시나
783,접속이 며칠째 안되는 건지 도대체 돈 쓸 일 있어서 빼려는데 접속 안돼서 다른 데서 대출해다 쓰게 생겼음 이 뭐 거지 같은 은행이 다 있어
784,업비트 원 투
785,사용하지 마세요 주민등록증 통관 안됨 카카오뱅크 사용하세요 통장 개설 됨 케이뱅크는 앞으로 사용 안 함
786,앱 첫 화면부터 진행 안되는 문제 많은데 매크로 답변만 하고 있음 개발자 답변대로 다 했지만 안되는데 빨리 버그 수정 바람
787,신분증을 몇 번을 올려야 하나 별 하나 드시고요
788,편리하고 우선 한눈에 다 보임
789,첫 화면에서 안 넘어가요 돈 빼야 하는데
790,돈 안 뽑히잖아 먹통이네 앱 안 들어가죠
791,왜 접속도 안되는 건가요
792,뭐지 리뷰 글 적은 것도 사라지고 인증도 안되고
793,어플이 사용 안 됩니다 첫 화면에서 멈춰서 로그인이 안 되네요 급하게 업무 봐야 하면 어떻게 해야 하나요 오전 내내 어플 로그인해도 안되네요
794,앱이 갑자기 첫 화면 먹통이 되는 오류가 생겼다면 이용자들한테 안내를 해야 상식적인 대처가 아닌가요 저도 급하게 사용할 일이 있어서 들어갔다가 계속 먹통이어서 구글 플레이 들어오고 나서 알았네요 우선 여기 댓글로 달아주시는 방법은 1도 안 먹힙니다 저 밑에 다른 분이 달아주신 방법으로 삭제하고 재설치 후 인증하니 다시 접속이 되네요 정말 엉망이네요 뭐가 원인인지도 모른 채 앵무새와 같은 답변만 달면 대응인 걸까요 저는 갤 20플 사용하고 있습니다 참고하세요
795,당신들 뭐 하는 회사에요 업비트 계좌로 돈 입금해야 되는데 메인으로 안 넘어가면 어떻게 해요 돈 입금해야 된다고요 아 미치겠다
796,접속 오류 납니다 빨리 해결해주세요 짜증
797,신분증 촬영하는 데에 30분 씀; 최악입니다 고객들 클레임을 전혀 반영할 생각이 없나 봐요 오뿐만 아니라 직장 없으면 한도 해제도 비상식적으로 어렵게 만들어놨네요 더러워서 한도 해 제안하고 업비트 케이뱅크 다 안 쓸 겁니다 본인들은 온라인 어플 쓰면서 온라인으로 한도 해제도 못하게 해놓는 게 무슨 이치인지;; 일 진짜 못해요 여기
798,1 어플이 개 느림 농협 신한 어플 쓰다가 이거 쓰니까 농협 신한 어플이 선녀로 보인다 2 자동이체를 매일로 하면 시작일이 선택이 안 됨 3 타행 공인인증서 등록이 안 됨 분명히 등록했는데 다시 등록하라고 뜸 4 업비트 때문에 깔았는데 출금하려니까 100만 원 한도 있고 인증 과정이 짜증 남 업비트 때문에 깔았는데 케이뱅크 때문에 화나서 거래소랑 은행이랑 같이 바꿔야 할 듯
799,이 체 좀 하자 첫 화면 좀 넘어가게 해 조 제발 좀
800,언제쯤이나 고쳐지려나
801,앱이 실행이 안됨 무슨 은행 어플이
802,첫 로딩 화면에서 먹통 되는 거 해결 후 며칠째 묶여있던 돈 찾음  1 어플 삭제 후 재설치 2 그다음 휴대폰 재부팅 3 문제 해결 저와 비슷한 문제 겪는 분들에게 도움이 됐으면 하네요
803,이거 도대체 뭐야 며칠째 먹통이야 중순이라서 사용할 게 너무 많은데 이거 도대체 뭐 하자는 거야 사기야
804,최고의 은행
805,시간을 두고 다시 접속해도 먹통입니다
806,케이뱅크 사용 중인데 이체할 때 간편 비밀번호 변경이 나와서 상담사와 통화 후 상담사 요청대로 케이뱅크 삭제하고 재설치하고 쿠키 삭제하고 정원재 시작하고 기타 등등 모두 다했고 상담사가 기술부서에 전달을 했는데 돌아오는 답변이 상담사가 저보고 방법이 없다고 나 몰라라고 케이뱅크 사용하던지 말던지 마음대로 하라고 언론에 제보를 할까 생각 중이고 다른 사람들도 제 글을 보면 케이뱅크 믿을 수가 없으니 다들 탈퇴해주시길 바랍니다 케이뱅크 믿음이 안 가요
807,왜 첫 화면에서 안 넘어가나요 하란 대로 다했는데 진행도 안되고 아 진짜 짜증 납니다 빨리 해결 좀 해주세요
808,네트워크이니 캐시니 하고 있는 거 보니 접속 오류 원인도 명확히 파악 못하고 있나 보네요 은행업을 이런 식으로 하다니 기가 막힙니다
809,알뜰폰 구형인데 업데이트 문제가 있어서 삭제하고 다시 설치하려고 했는데 검색조차 안되고 기업용 만 있어서 설치도 못하고 있습니다 사용 가능하게 조치를 부탁드립니다
810,왜 접속이 안됩니까 지웠다가 다시 설치해도 안되는데 도대체 무엇을 더하라는 거야 제대로 된 설명 좀 해보시라고요 복붙하지말고 지금 이 상황 정확히 육하원칙으로 설명 좀 부탁합니다_
811,그냥 첫 화면에서 안되는데요 백그라운드 다 종료해도 안되고 캐시 삭제해도 안되고 재설치해도 안되고
812,나만 안되는 줄 알았는데 다 안되는 거였구먼 사람들 의견은 읽냐 너희들이 제시한 문제 해결방법을 해봐도 안되니깐 개선을 하라는 건데 또 복사 붙여넣기나 하겠지 빨리 고쳐라 좀
813,참으로 편리하고 좋습니다
814,며칠째 안 열려 돈 못 찾고 있네
815,접속이 안되네요 앱 제거 후 두 번 다시 깔아 보았는데 역시 또 먹통입니다 담당자의 신속한 답변을 부탁드립니다
816,접속 오류 지웠다가 재설치하니까 되네요
817,접속이 잘 안됩니다 왜 이러죠
818,언제 이용할 수 있나요
819,이  내 돈 내놔라 신분증 재확인 무한 루프냐 그럼 통장 개설을 시키지 말던가 입금하고 나니까 신분증 재촬영 요구하고 고객센터는 나 몰라라 하고 선명하게 잘 찍혔고 입력란에 틀린 거 없이 잘 입력까지 되었는데 뭐가 문제야 여기도 계속 재촬영 하라고 하더니 어떻게 잘 넘어간다 싶으면 재촬영하라고 문자 오고 이건 정말 늪이네 영상통화는 되지도 않는 걸 하정 말 이거 어떻게 제제할 방법 없나 미치겠네 상담원이랑 싸울 수도 없고 그렇다고 해결되는 것도 아니고 그냥 개선해줄 때까지 없는 돈인 거야 참 내 내 허비한 시간 속 터짐 어이없네;
820,계속 접속이 안되는데 언제까지 기다려야 하나
821,먹통
822,좀 의심스러운 앱 조심하세요
823,지금 모바일 앱 실행 안 되는 거 모르나요 돈을 찾을 수가 없잖아요 지금 조치를 해도 안되는데 지금
824,앱이 열리지도 않고 
825,앱이 그냥 불통이라고요 며칠째 몇 년째 잘 사용하고 있던 사용자한테 수정하라고 할 게 아니라 잘 쓰고 있던 어플 먹통이니 확인 좀 하세요 이러니 케뱅 쓰던 사람도 다 카카오뱅크으로 가지 
826,며칠째 앱을 들어갈 수가 없네요 첫 화면에서 계속 멈춰있네요 데이터 캐시 삭제도 해보고 앱을 제거했다 재설치도 해봤는데도 안되네요 어떻게 해야 들어갈 수 있나요
827,하라는 세 가지 방법 다 하고 앱 삭제했다가 깔아도 소용없네요 문제가 있으면 알림이라도 줘야 하는데 그냥 답변도 복붙외엔 없네요 밑에 분이 세 개다 했다는데도 또 세 가지 해보라는 복붙답변뿐 빨리 해결 좀 해주세요 카드값이니 뭐니 내야 하는데 이렇게 막혀있으면 돈 있어도 신불자 되겠네요
828,첫 화면에서 움직이질 않습니다 앱을 삭제 후 재설치하면 될까요
829,잘 쓰고 있었는데 갑자기 한순간 접속이 안되네요 다른 분들 답글 보며 3가지 방법 모두 다해봤지만 안되네요 빨리 복구해주세요 큰돈이 있고 사용해야 하는데
830,케이뱅크 쓰지 마세요 며칠째 앱 오류 때문에 아무것도 못해요
831,별 1개도 아깝지만 웹이 열리지를 안아요 은행이라는 곳이 이래서야 은행 업무를 해먹겠습니까 다른 은행들 저축은행들도 모두 잘 되는데 뭐가 이래 당장 은행 업무를 봐야 한다면 어떻게 책임질 겁니까
832,너희들은 그냥 은행사업하지 마세요 앱이 따위로 쳐만들어놓고 신분증 촬영 인식이 18 몇 번을 해도 인식이 안되는데 고칠 생각을 안 하네 몇 개월 동안
833,접속이 안돼요 이체도 안되고
834,진짜 너무 하네요 며칠째입니까 이럴 거면 진짜 은행 접으세요 급여통장인데 급여통장을 바꿔야겠네요 매번 같은 답변을 줄 거면 답변을 왜 합니까 케이뱅크는 일하는 사람이 없나 보죠 AI도 아니고 답변이 매번 같을 수 있나요 별 주기도 싫은데 하나라도 안 주면 작성이 안되네요 거래 종료해야 할까 봐요
835,만족합니다
836,여기 망하면 내 돈 어떻게 찾죠 먹통 먹통 먹통 먹통 짜증 나
837,신속 간편
838,대체 앱 실행이 왜 안 됨 먹튀세요
839,좋아요
840,나 상자 못 받음 100개 빨리 주세요 수정 상자 줘 나 못 받았다고
841,앱이 열리지가 않아요 이체도 안되고 한도 조정도 안되고 암튼 믿음이 안가
842,굿
843,별 한 개도 아까운 생각 드네요 다른 분들 리뷰에 해결 방법 3가지 모두로 실행했지만 먹통인 건 어떻게 해결하나요 이따위로 만들어서 돈 관리하는 어플이라니 토스 카벨 타금융 은행 어플 여러 개 사용하고 있지만 이런 오류 단 한 번도 당해본 적이 없어 당황스럽네요
844,작동 안 됨 gral 같이 만들어놨네
845,네트워크 백그라운드 앱 캐시 삭제해도 첫 화면에서 정지 상태입니다 오전에도 오후에도 새벽에도 어제도 오늘도 동일합니다 무슨 조치를 더해야 할까요
846,언제 돼요 앱 은행 맞나요
847,뭔 쓸데없이 장기 미확인 고객이고 뭐쩌고 하면서 막아놔가지고 전화 걸었더니 연결도 안 되고 안내 음성은 잠시 기다리란 말만 하고 머 함 전화가 많아서 늦으면 늦는다고 안내하던가 점심시간이면 점심시간이라고 안내하던가 해야지 잠시 기다리란 말만 듣고 전화기 내내 붙들고 앉아있어야 함
848,하라는 데로 다 해도 안됨 
849,너희들은 그냥 은행 사업 접으세요 며칠째 첫 화면에서 넘어가지도 않는데 문제 해결은커녕 뭔 되지도 않은 5g네 캐시 삭제니 답변 복부치나 하고 너희들은 진짜 이용자에 문제가 있어서 접속이 안된다고 생각함 서버 좀 늘리세요 또 똑같은 답변 복붙하면 너네는 리뷰 읽어보지도 않는다고 생각하겠음 별 하나도 아까운데 0개는 줄 수가 없네 카카오뱅크 발톱에 때만큼이라도 따라가봐라
850,아무 말도 없다가 갑자기 신분증을 다시 요구하다뇨  덕분에 특정 시간까지 돈 보냈어야 했는데 덕분에 못 보냈습니다 다시는 이런 거지 같은 앱 이용 안 합니다
851,입출금 확인하려는데 화면이 계속 첫 화면에 멈춰있어요 어떻게 해야 하나요
852,접속 자체가 안되고 멈추고 오류 나서 꺼져버리는데 너무 큰 문제 아닌가요 당장 입출금 해야 하는데 이런 결함으로 서비스며 관리가 제대로 되는 건지 의문입니다
853,굿
854,너무 접속이 안 되는데요 지금 일 줄 넘게 접속이 계속 안돼요 이 문제에 대해서 해결하고 계신 거죠
855,서버 좀 늘려라
856,접속이 안돼요 당신들 때문에 피해 보면 손해배상청구합니다 장난하나 접속이 안되게 하면 어쩌라는 거야
857,핸드폰을 바꾸고 새로 앱 깔았는데 본인인증이 안됩니다 
858,아 첫 화면에서 안 넘어가는 거 뭐냐고요 그냥 다른 은행사로 넘어가렵니다
859,카카오 인증에서 자꾸 오류메시지가 뜨네요 빠른 조치해주세요
860,이거 뭐 이래요 접속을 해야 돈을 찾던 입금을 하던 지하지 IT 강국에서 이렇게 접속이 안되는 은행 앱이 어디 있나요 업비트 아니면 당장 해지 하고 싶네요 업비트 때문에 먹고사는 듯
861,앱 실행이 안됨 미치겠음
862,다운로드가 잘 안됨
863,로그인 안 됩니다 제 돈 주세요 진짜 불편하네요 돈 관리가 제일 중요한 대 어플 자체가 접속이 안 되는데 그냥 폐지하세요
864,진짜별로
865,로그인 자체가 안됩니다 제대로 돌아가는 즉시 돈 딴 데로 빼는 게 나을듯하네요
866,로그인이 안 돼요 어제저녁에 어플 접속하려고 하니 첫 화면만 뜨고 그 뒤로 진행이 안돼요 벌써 세 번이나 삭제했다가 다시 깔았는데도 이래서 은행에 있는 돈 다른 데로 옮겨야 할 듯 다 해보고 어플 다섯 번쯤 삭제했다가 다시 깔아도 안돼요
867,입금은 쉽게 해놨는데 출금은 엄청 까다롭게 함 잘 생각하시고 이용하시길
868,해보라는 대로 다하고 삭제해도  접속이 안됩니다  답변에 복사하기 붙여넣기 가 예상되는데 그렇게 해도 안되네요 
869,주식계좌 개설 이력이 있어서 케이뱅크 계좌개설이 안된다고 해요 계좌개설하는 방법이 없을까요
870,입금해서 거래해야 하는데 계속 첫 화면에서 먹통 돼서 화면이 안 나옵니다 아무것도 할 수 없는 이런 시간 거래에 대한 손해배상됩니까 지금 뭐 하는 겁니까
871,앱 수준이 한심하네요 신분증 촬영이 안돼서 몇 번을
872,이벤트라고 가입했는데 엉망이네요 시간 버리고 기분 상하고 예금 해지도 어렵고 최악이네요
873,어플이 안 켜지는데;;
874,저도 밑에 분처럼 노트 9인데 며칠째 먹통입니다 상담원분이 열심히 복붙하시는 5g 전환 캐시 삭제 이딴 건 효과 없고요 지웠다 깔면 한 번은 될 것 같은데 은행 앱 쓰자고 이걸 일일이 할 순 없잖아요 며칠째 이 모양인데 해결 바랍니다
875,로그인이 안 됩니다 노트 9 사용자인데 첫 화면에서 멈춰서 비번 입력도 안되고 그냥 뻗어요 언제 조치를 받을 수 있을지  앱 재설치하고 인증 새로 하니까 되네요
876,별 한 개도 아깝네요 신분증 인식 수십 번을 해도 안되고 고객센터에 문의해도 다시 해보라는 얘기밖엔 없는 아침부터 개화 나네 진짜
877,이체 시 계좌번호 입력할 때 키패드가 화면 다 가려서 제대로 누르고 있는지 확인 불가 거기다 토스처럼 클립보드 계좌번호 복사 시 자동 보내 계좌 감지 기능 넣어주시길
878,실명확인 안 된다 신분증 인식이 안된다고 자꾸 그러네요 메일은 보내놨는데 확인 부탁드립니다 왜 이러는 건지 모르겠네요;; 고객센터 통화도 안 되고 케이뱅크 로그인이 안 됩니다
879,신분증 촬영을 도대체 몇 번 하는지 몰겠네 어두워도 안되고 불 켜도 안되고 장난치나
880,신분증으로 인식하기 힘드네요
881,계좌 없다 해서 새로 개설할라니 계좌가 있어서 20일 뒤에 해야 한다고 대포통장이 어쩌고저쩌고 이 어플 모야 초등학생이 만든 어플인가
882,좀 같은 앱이네요 금융앱이 돈 된다니까 너도나도 뛰어든 느낌 고객을 개고생시키고도 송금이나 결제가 안됩니다
883,사용하고 있는데 지금 접속이 안돼서 답답하네요 며칠 전에 잘 되었는데 지금 접속 안돼서 답답하네요 어떻게 해야 하는지
884,왜 이러지요
885,앱이 안 열리면 도대체 출금은 어찌하라는 건가요 앱이 아예 안돼요 이럴 땐 어떻게 하죠 뭐 이런 게 다 있나요
886,얼마 전부터 어플 접속 자체가 안 됩니다 업데이트다 했는데 어플 실행하면 로딩도 안됩니다 은행이라고 있는 어플이 며칠 동안 접속 문제가 있다니요 입출금 필요한데 어떻게 합니까
887,앱은 사요 중이었는데 3일 전부터 아예 창이 열리지를 않네요 왜 이런가요 적금처럼 넣고 있는데 잔액을 확인할 수가 없네요 아이고
888,뭔 고객센터가 하루 종일 통화 중이고 대기할 수도 없게 끊기네요 어째 연락하란 건지 참
889,어플이 너무 느려서 짜증 나요
890,상담원 불친절 대응 방법 자체를 모르는 듯 기본적인 상담 자제가 안되고 짜증 난 상태인데도 오히려 본인이 짜증 내고 있음 신분증 사진 계속 찍어서 보내니까 안 왔다고 최소한 추가 사진이 찍으면 새로 확인할 생각도 안 함 그냥 전화 콜수 올리려고 빠르게 끊을 생각 밖에 안 보임
891,좋아요
892,하루 종일 앱 실행 자체가 안되는 중;;
893,앱이 안 열려요
894,그냥 한마디로 쓰레기
895,접속이 안돼요 웹 데이트도 끝났는데
896,광고만 하고 실속이 없어서 삭제
897,케이 뱅크 계좌 개설하려는데 5월 1일에 은행이나 증권사에서 개설했다 하여 6월 1일에 가능하다 해서 로그인하니 없는 계좌라고 개설하라 해서 오늘 다시 하니 5월 24일에 은행이나 증권사에서 또 계좌 개설했다 하고 계좌 찾으니 없는 계좌라고 개설하라 하고 어떻게 된 건지 설명 좀 해주 시죠 해킹 당한 건가요
898,단점 1 생각보다 일상생활에서 입출금의 어려움 2 체크카드 실적 30만 원도 채우기 힘듦 3 저금리 시대라 그런지 딱히 끌리는 상품도 없고 그렇다고 시중은행이나 카카오뱅크보다 좋은 점도 없어요 4 업비트도 이젠 안 해서 쓸 일이 거의 없는 데다가 결국 해지함 장점은 딱 하나 계좌 하나로 플러스 박스 10개로 생활비 관리하기가 용이함
899,접속되는 꼴을 못 봄
900,어플 들어가지지도 않고 맨날 렉먹음 쓰레기 같은 어플
901,상습적인 실행 오류 며칠째 계속 안 켜짐 평가 해결을 위해 스토어 리뷰를 보는데 동일한 문제 많음 업비트 이용 아니면 잘 안 쓰게 돼버림
902,나는 잘 되는데
903,왜 먹통입니까 짜증 나네 며칠째입니까
904,아 장난하냐 진짜 주거래은행이 여기인데 로그인이 안 되냐고 캐시 삭제해도 안되고 뭔 죠랄을 해도 안 되네
905,아주 좋음
906,왜 케이뱅크에 들어갈 수가 없는 건가요 인출을 해야 하는데 들어갈 수가 없으니 인출을 할 수가 없습니다
907,별 한 개도 아깝네요 계좌를 다 만들고 신분증 인식 안된다고 문자 와서 몇 번을 해도 인식 안되고 콜센터에 연락하면 대기자 많다고 자동으로 끊기고 어째 어째해서 통화가 됐는데 계속 신분증 촬영으로 인식을 하라고 하네요 그게 안되어서 그러는 건데 결국 해지를 하겠다니까 그것도 신분증 인식이 안되면 안 된다고 하네요 이런 말도 안 되는 처리 방식이 있나요 신분증 인식을 먼저 완료하고 통장 계설을 하던지 제 개인 정보는 어떻게 되는 건가요 바로 해지가 될 수 있는 방법을 알려주지 않는 경우 금감원 같은 곳에 민원 넣을 겁니다
908,이 무슨 금융앱이 이딴 식이요 신분증 인식 다 해놓고 입금까지 해놨는데 출금하려니 신분증 인식이 안돼서 일시 중지 일곱 여덟 번 다시 찍어서 보내도 안되고 안내전화는 연결 지연이고 뭐 하자는 겁니까 5g 와 4차 산업 혁명 시대에 금융앱이 이런 식으로 되다니 참
909,다 좋고 디자인도 깔끔해서 이것만 써요 근데 진짜 딱 아쉬운 거 하나가 전체 계좌를 볼 때 스크롤 할 때마다 계좌들이 선택돼서 편집 모드로 가니까 불편해요 그것만 바뀌면 정말 좋을 것 같아요
910,접속 좀 하게 해주세요 로고 뜨는 페이지에서 넘어가지 않음 며칠째 안됨; 재 설치도 안되고요 캐시 지우기 뭐 다해봤는데도 안됨 급하게 돈 보낼 곳들이 있는데 그냥 묶여버림
911,하루 종일 댓글처럼 설치  삭제 설치 삭제 설치해도 로고K만 끄는 문구만 보이고 은행 어플이 맞나요 이번 달 내내 그런 거 같은데 접속된 분들은 어떻게 접속이 됐을 가요
912,진짜 뭐 이딴 어플을 만들어놨나 싶음 그냥 안 들어가짐
913,ui도 직관적이고 잘 사용하고 있습니다
914,먹통 됨 실행 자체가 안 됨 급한 일 있을 때 이러면 진짜 열받을 거 같음 은행 어플이 이렇다니 너무 심하다 개선 필요
915,자주 끊겨요
916,아니 개설하는데 민증 사진 인식을 아예 못하네요 불편해죽겠는데 그놈의 자동 촬영 한 번을 안 떠서 계좌개설도 못하고 있습니다
917,샤오미 kt 알뜰폰 통신사 사용 중인데 왜 케이뱅크 가입 진행이 안 되나요
918,케이뱅크 안 들어가집니다
919,이보시오 케이뱅크 가입 절차에 따라서 다 입력하고 계좌 만들고 주거래 은행에서 케이뱅크로 입금했는데 적은 돈이긴 하지만 돈이 넘어갔음 그런데 그 후에 업비트로 원화 송금 신청하니 낀 본인확인이 불명확하다고 케이 뱅크 로그인이 안 됨 이보세요 이게 말이 돼요 신분증 제 확인 대상이면 처음 입금조차도 안 됐어야죠 어이가 없네요
920,계좌개설하려고 번호 입력하고 인증번호 수십 번 눌러도 메시지가 안 날라 옴 진짜 추천받아서 써볼라 캤더니 어플은 개판이네
921,서버 관리 너무 
922,점검 중인가요 로고만 뜨고 안 열리네요
923,갤럭시탭 s7이랑 호환 상태가 아주 엉망이에요 최악입니다
924,담당님 신규 계좌개설하는데 본인 계좌 인증을 하는데 입금 케이뱅크 인증번호 1234를 입력하면 계속 인증번호 오류가 나오는데 어떻게 해야 하나요
925,일주일이 넘도록 앱 실행이 안됩니다 설치 후 삭제를 몇 번이나 했는지 모릅니다 은행 어플이 맞나요
926,왜 갑자기 며칠째 먹통인 거죠 다시 깔아야 하나요
927,다운 왜 이리 안됨
928,한도 해지하려고 공동 인증서 비번 치면 틀리다고 나오고 요즘 계좌이체나 카드 납부라 지로가 없는데 뭘 찍어서 보내란 건지 진짜 답답하게 만들어놨네요 어휴 한도 해지하자고 지로를 받아야 하나
929,아니 신분증 재확인 대상자 언제까지 기다려야 하나요
930,케이뱅크 가입해는데 주민등록 인증 안돼요
931,어플 실행 후 로고만 뜨고 메뉴 등 진입 안되는 게 코인 사태로 서버 먹통인 거 같은데 며칠이 지났는데도 복구 안되는 건 심각하네요 거의 1주일째 앱 사용 못 하고 있는데 빠른 해결 바랍니다
932,신분증 확인에서 안 넘어가지네요 어플이 조금 많이 거지 같아요 참 사용하기 불편한 이런 건 어떻게 만든 거죠 꼭 이렇게 불편하게 만들어야 속이 후련했냐 암틍 신분증 확인 안되네요 이건 뭐
