,score,comment
930,4,토스 증권 항상 사용하는데 다른 증권사 앱보다 쓰기는 편해요 하지만 제가 주식을 얼마만큼 썼는지 손해는 얼마나 나왔는지 보기가 어렵습니다 고객센터에서 경로 가르쳐줬는데 그쪽에서 보면 제가 일일이 계산기로 다 합을 해야 하고요 그냥 평 단가에 현 시세만 계산돼서 나와서 제가 구매한 금액 지금 시세에 주식 금액 제가 얼마나 손 이익이 발생했는지 상세하게 알이 있도록 이런 부분 좀 개선 부탁드립니다
932,3,혹시 카카오뱅크 미니 카드는 토스 사용이 안 되나요 보니까 미니 카드는 안된다고 하던데 되게 해주시면 안 될까요 토스 사용하고 싶은데
943,4,다 좋은데 토스 증권에 해외 주식도 추가해주시면 안 되나요  국내 미국 ETF 하고 미국 주식이라도 추가해주세요
957,3,카카오 뱅크 미니 계좌도 사용할 수 있게 해주세요
963,4,7월 15일 목요일부터 자금 변동에 따른 잔액조회가 전혀 이루지고 있지 않습니다 어플을 삭제하고 다시 설치해도 변화가 없습니다 신속한 조치가 필요합니다 다시 확인해 보니 공인인증서가 만료가 된지도 모른 체 왜 안된다고만 생각했는지 부끄럽습니다 모든 것이 제 불찰입니다
966,1,업데이트 이전까지는 굉장히 좋게 썼는데 업데이트 후부터 사용이 좀 불편해졌습니다 특히 이번 달 수출입 표시 들려주셨으면 좋겠어요
968,1,업데이트를 했더니 예전에 세부적으로 기록해놓았던 지출 내용이 싹 사라지고 지출 카테고리 수정과 메모도 할 수 없게 되었더라고요 예전에 어느 부분에 지출했는지 알 수 없게 되어서 너무 불편하고 짜증 났습니다 이런 부분 수정해주세요;;
969,1,우리은행 계좌 추가하는데 그 사이트 비밀번호가 왜 필요한가요
970,1,만 14세 넘었는데 토스 이용이 불가합니다 입력 정보는 확실하지만 토스 사용이 불가합니다 NH농협 카드인데 등록이 안됩니다 제시도를 3번 넘게 해보았으나 안된다고 뜨는군요 저의 명의의 휴대폰이 아니라 제명의 예 휴대폰이 아닙니다라는 칸을 해보았음에도 안 되는군요 빨리 답장해주셨으면 합니다
978,4,잘 사용하고 있습니다 다만 찾아봐도 없는 것 같아 계좌 차단하기 기능이 추가되었으면 합니다 토스에 이미 존재하는 거래 내역이 있는 계좌를 차단하는 것을 말하는 게 아닙니다 인터넷에 보면 사기꾼들의 계좌를 감사히도 모아서 올려두신 분들이 계십니다 중고거래를 하다 보면 사기꾼들이 꽤나 많은데 매번 그 계좌 목록을 확인하며 거래하기엔 너무 번거롭습니다 따라서 제가 사기꾼 계좌 목록을 지정할 수 있고 언젠가 사기꾼 계좌 리스트에 실린 계좌에 송금하려 한다면 그걸 막아주는 시스템이 있으면 좋겠습니다 설명이 너무 이상해서 죄송합니다만 긍정적인 쪽으로 검토 부탁드립니다 
980,1,불필요한 서비스를 강요하지만 않는다면 단연 최고 그러나 특정 서비스 관련된 창을 닫아도 닫아도 3초마다 계속 띄우는 등 일시적인 버그인지는 모르겠으나 강요가 너무 심한 나머지 오늘은 너무 짜증이 나서 주식을 타사로 욺기고 지워버릴까 생각했었다
992,1,옛날 결제 기록 보는데 왜 제가 가본 적도 들어본 적도 없는 카페에서 3500원씩 2차례나 요금이 나간 거죠 카페를 조회해도 없는 카페라 나오고 너무 답답합니다 빠른 답변 부탁드립니다
1031,3,다른 은행은 계좌 연결이 잘 되는데 농협 통장만 등록된 계좌가 없다면서 계좌 연결이 되지 않네요 농축협 통장 하나만 연결되고 다른 농축협 통장이랑 농협중앙회 통장이 연결이 왜 안되는 건가요 답변 부탁드립니다
1037,2,친구가 이거 해보라고 해서 다운로드했는데 우체국 카드는 없더라고요 친구가 사용하기 좋고 편하고 해서 기대했는데 은행만 있어서 아쉽네요 우체국 것도 있었으면 좋겠습니다
1040,4,계좌 순서 변경 탭에서 계좌 삭제도 할 수 있었으면 좋겠어요 연결 끊기 방식은 너무 불편해요 홈에서 내역을 숨긴 계좌는 자동으로 전체 잔액에서 제외됐으면 좋겠어요 지난주에 이유 없이 오류가 나서 켜자마자 꺼짐 현상 다시 삭제하고 깔았는데 주식에서 예약매수해놔서 손해날뻔했어요 서버나 앱 안정성에 대한 신뢰가 없으면 주식 탭 사용이 힘들 것 같아요 갤노트 20울트라입니다
1047,3,노트 4도 토스 쓸 수 있게 해주세요 제발  업데이트 후에 안 들어가지네요 아직은 핸드폰 바꿀 돈 없어요
1049,4,잔액 수정이 바로 안되는데 새로 고침 버튼이라도 잔액 옆에 누를 수 있게 수정해주세
1062,4,529 일 토스 설치 후 어떻게 하는 건지는 조금씩 알아냈고 주식하는 것도 연습 삼아 이제 알았고요 구입한 주식은 오르락내리락하는 동안 충분히 오르면 팔아서 계좌로 이체 덕분에 현금 잘 받았습니다 앞으로도 서비스 부탁드립니다
1064,4,건의사항 있어서 리뷰 등록합니다 토스 증권 실시간 수익률 말고는 노 표기가 안 되어있는데 예를 들면 7월 수익금액 옆에 괄호로 총 몇의 수익을 냈는지도 표기되었으면 좋겠습니다
1070,2,증권 보조지표 언제 추가돼요 불편해서 넘어가얄꺼 같네요 아니면 증권 앱 따로 만드시는 게 나을 듯요
1081,4,Kb증권 계좌 잔액조회 가능하게 빨리 연동 지원해주세요
1091,1,이게 뭔 소린지 100원씩만 출금이 가능한데 수수료가 500원 누구 빚쟁이로 만들 셈인가 해명 부탁드림
1102,3,토스 만보기는 왜 업데이트 때마다 켜지나요  그냥 깔아만 놓고 싶은데 어떻게든 들어가게 하려는 건가요 아니죠 해명 부탁드립니다
1105,1,실비 청구하기가 다른 어떤 앱에 비해서 간편하고 쉬워서 자주 애용했었는데 청구가 많이 힘들어졌네요 전문가 도움이 무슨 필요가 있는지 설명이 필요하네요 굳이 쉬운 앱을 어렵게 만들어놨어 토스를 안 찾게 되네요
1106,4,계좌 연결을 하려는데 비밀번호를 새로 만들어야 해서 새로 만들었는데 SMS 인증 도중 에러가 났다고 떠서 비밀번호가 안 바뀝니다 이거 때문에 지금 계좌 연결도 못하고 있어요 빠른 처리 부탁드립니다
1112,4,토스 증권 기관투자 현황에 가로 횡스크롤 넣어주십시오 자료 잘렸어요 그리고 사용자 사용하기 쉽게 설명 꼭 넣어주시길 부탁드릴게요
1113,4,토스 증권 잘 쓰고 있는데 시간 외 거래나 시간 외 종가 같은 부분은 얼른 들여왔으면 좋겠고요 실시간 거래량 표시나 살 수 있는 계좌 잔액 같은 건 매수 시 표시되면 좋겠습니다  매번 나 얼마 남아있지 하고 뒤로 넘어가는 일이 많아요
1118,2,모든 기기 다 만보기 적립 가능하게 해주시면은 좋겠어요
1126,4,요즘 토스 주식을 잘 사용하고 있는데요 주식을 팔 때 세금과 수수료가 나가잖아요 그걸 팔기 전에 알려줬으면 좋겠어요
1131,4,내 보험조회 인증 문자가 안 와요 통신사 번호 다 맞게 썼는데도 인증 문자가 안 오네요 며칠째 안되는 중인데 어떻게 하면 해결할 수 있나요 통신사는 LG U 알뜰폰이에요 그리고 인증 문자가 안 올 때 공동 인증서나 다른 걸로 해결할 수 있도록 해주시면 좋겠어요
1145,3,카카오 미니 카드도 가능하면 좋겠어요
1149,4,은행 계좌 카드 증권 보험 등을 하나로 손쉽게 살펴볼 수 있어서 편리하네요 그런데 토스 증권 메뉴에서 아래의 점들이 개선되면 더 좋을 것 같습니다 1 시간 외 거래 허용 2 각종 지수에 대한 실시간 게시 코스피 코스닥 해외지수 3 일부 종목에 개설된 자유게시판을 모든 종목으로 확대하되 주주가 아닌 사람들의 접근을 제한 4 경제뉴스 실시간 업로드 쌍방울과 대한 전선의 경우 관련 뉴스 업로드가 엄청 늦어서 게시판을 통해 알게 된 경우가 종종 있음
1150,3,다 좋은데 미성년자도 부모님 동의하에 주식 계좌를 설립할 수 있게 해주세요 부탁드립니다
1159,1,요 이미 쥬쥬님 은 별점 3개도 후하시네요 금융 관련 어플을 쓰는 고객들은 다 느끼는 건데요 저도 이미 미 쥬쥬님이랑 같은 건으로 문의드릴게요 돈을 쓰는데 그게 잔액은 이 바로바로 확인이 안되면 답답하지 않을까요 토스 관리자님들은 토스 안 쓰시나요 토스 입장에서는 시스템 바꾸는 것에 들어갈 비용이 부담돼서 방치하는지 모르겠지만요 고객들이 쓰는 토스에서도 잔액이 바로 확인 안되는 게 고객센터 전산에서는 바로 확인되나요 토스 고객센터에 대한 믿음도 떨어지는 일 아닌가요 만약 고객센터에서는 무리 없이 실시간적인 금액 관련 문의가 안내 가능하다면 전산시스템을 조금만 반영해줘도 금액 관련 고객 불만은 안 생길 것 같아요 금액 확인 부분에서 아쉽네요 답변으로는 고객센터 번호 알려주실 거는 알고 있어요
1164,2,주식만 얘기하고 평점을 매기자면 기획이나 UX 팀이 너무 사용자층을 초보자에만 집중해놨음 아무것도 모르는 사람은 단순 심플해 보이는 정보로 주식거래를 쉽다 생각하고 할 수 있겠지만 오히려 잘못된 투자를 할 가능성도 크다 봄 또 초보자라도 조금만 발 담가보면 거래에 필요란 정보가 더 필요하단 걸 알게 될 거라 보여서 지금의 UX를 계속 유지한다면 생초보들만 잠깐 끌어오지 지속 가능한 주식 서비스는 어려울 것임
1178,2,항상 잘 이용하고 있습니다 하지만 요청사항으로 송금 취소 기능을 진지하게 검토해주셨으면 합니다 아무래도 즐겨찾기 이전에 보낸 사람에게 보낸 목록으로 송금하는 경우가 많은데 동명이인한테 잘못 보냈는데 이전에 물품 거래를 한 사람이라 연락처도 모르고 은행에서도 기다리는 것밖에 없다고 합니다 15만 원이 미친 듯이 큰돈은 아니지만 누구는 하루 내 일한 돈이니 만큼 검토 부탁드립니다 기다려보라느니 어쩔 수 없다는 답글은 필요 없어요
1181,4,토스를 사용하다가 토스 증권으로 주식을 처음 접하게 되었는데 5일선 20일선 60일선 같은 지표를 추가 안 하나요 사용하기 편하다는 장점이 있는데 다른 여러 지표를 확인할 수 없는 부분이 아쉬워요 추가해주시면 좋겠습니다
1189,3,토스 증권은 mts를 따로 만들어야 된다 생각함 차트를 많이 보는데 차트에 꼭 필요한 정보가 없음 예를 들면 이평선 거래량 등등 눈앞이 꽉 막힌 느낌임 섹터도 나눠져있고 아기자기한 ui는 괜찮으나 주식거래하기에는 많이 부족함 다른 증권사 쓰는 사람들 끌어올 수 없음 다른 증권사는 토스 사람 빼길 염려 없을 듯 키움 주로 쓰는데 nh 나무나 미래에셋은 좀 불편함 토스로는 증권거래못하겟슴키움하고 비슷하게 만들어 주세요
1197,4,저가 청소년인데 카카오뱅크 미니도 적용할 수 있게 하시면 더 좋을 거 같아요
1198,2,해외 주식도 살 수 있으면 좋겠네요 아쉽습니다
1200,3,갤럭시s20에서 토스를 잘 사용하고 있었습니다 하지만 이번에 아이패드 프로 5세대를 구입하면서 아이패드에도 토스를 설치하였습니다 하지만 한 기종에 로그인을 하면 이미 로그인이 되어 있던 다른 기종에서 강제로 로그아웃이 되어버립니다 그래서 다시 인증 절차를 거쳐야 로그인이 가능합니다 이게 반복되어서 연동 자체가 불가능한 건 아닌가 싶습니다 갤럭시s20와 아이패드 프로 5세대 사이에 프로그램상 연동이 불가능한 건가요 아니면 고칠 수 있는 버그인가요 문의드립니다 답변 부탁드립니다
1201,1,토스 증권 시외가 좀 볼 수 있게 해주세요 그리고 장외 거래도요 이것 땜에 털고 다른 증권으로 옮기고 싶습니다
1204,1,앱 재설치도 안 했고 매일 사용했는데 갑자기 오늘 재설치 하셨나요 하면서 주식 계좌 인증을 다시 하라니요 지금 군대에 있어서 신분증 촬영도 제한되는데 한동안 못쓰게 해줘서 고맙네요  이참에 다른 걸로 증권으로 갈아타야겠네요
1208,1,만보기 관련해서 30일 지나면 적립금이 없어지는 부분은 너무 좋지 않습니다 금액을 적게 하더라도 내가 힘들게 걸어서 지갑에 적립되어도 사라지는데 왜 적립이라고 표현하는지 이해가 안 되네요 사실 출금을 천 원 이상부터 가능한데 작은 돈으로 장난치는 것 같습니다 뭔 정책인지 이해가 안 돼요 금액이 적더라도 인출이 가능하도록 해주세요 이건 아닌 것 같아요 답변 부탁드립니다
1212,3,처음 이용해보려 다운로드했는데 주식 부분은 보완했으면 합니다 먼저 관심종목 등록할 때 예를 들어 삼성 현대 롯데 등 글을 치면 관련 종목이 아래에 나열되는데 큰 마크와 함께 떠서 선택할 때 한눈에 들어오지 않네요 글씨만 나열되어 한눈에 들어와 선택할 수 있으면 좋을 것 같습니다 그리고 롯데 리츠처럼 종목이 아예 없는 경우도 있네요 빨리 보완되어야 할 것 같습니다
1217,1,토스 주식은 매매가 너무 불편하네요 잔액으로 살 수 있는 최대 수량조차 계산을 안 해주니 직접 계산해서 사야 되네요 판매할 때도 불편하고요 매매장 개선 안 하면 사용하기 힘들듯합니다
1232,2,정말 토스 잘 사용하고 있다가 최근 들어서 토스 증권 이벤트 소식을 접하고 증권계좌를 계설하고 사용 중에 있는데요 처음엔 문제없이 주식투자의 재미를 느끼면서 하고 있었는데 최근 들어 사용자가 많아져서 그런 건지 렉이라든지 가격 반영이라든지 모든 면에서 점점 정이 떨어지고 있네요  아무래도 사용자 본인의 돈이 걸려있는 주식인 만큼 빠른 대처를 통해 개선해주셨으면 하는 바람입니다 제발 부탁입니다
1233,3,카카오뱅크 카드 좀 추가해주세요
1236,4,가계부 기능 강화 수수료 완전 면제 필요
1237,4,하나금융 투자와 연동이 가능했으면 좋겠습니다
1244,1,토스 잘 쓰고 있고 너무 좋습니다 포인트도 그냥 재미 삼아 작은 금액으로 10원 20원 100백 이렇게 모으고 있는데요 근데 그 포인트를 인출할 때 오백 원 수수료는 너무 한 것 아닌가요  한 달 정상적으로 모을 때 500에서 600 정도 모을 것 같은데 거기서 500 백원 수수료를 내야 하면 혜택이라는 말을 쓰지 않으셨으면 좋겠습니다 그냥 우롱 당한 것 같고 상술처럼 느껴집니다 혜택은 말 그대로 혜택이 되어야 혜택인데 이건 진짜로 아닌 것 같습니다
1249,3,국민은행의 대출이 마이너스가 아닌 플러스로 잡힙니다 그리고 자산총액을 볼 수 있었으면 좋겠습니다
1251,2,토스 증권 사용 중인데 매매할 때마다 인증해야 해서 단타도 힘들고 볼링 저 밴드 이평선 rsi 등등 보조 기능이 하나도 없는 게 다른 증권사들 보다 접하기는 쉬우나 지속적으로 주식을 하는 사람들에게는 사용하기가 많이 불편한 게 사실입니다 토스 증권도 보조지표 이용 가능하도록 업데이트해주시고 매수 매도할 때마다 인증하는 기능을 끌 수 있게 해주세요
1256,3,토스 어플 사용하여 보험금 청구를 하였는데 보험회사에서 개인 정보 동의 그게 최신이 아니라고 하면서 다시 작성하게 하라고 하더라고요 최신 버전으로 적용해주세요
1260,1,알람 꺼두면 제발 불필요한 알람 광고 좀 적당히 뭐 알람 꺼놔도 알람이 울려
1266,3,토스로 거래내역과 계좌 잔액 및 입출금 내역을 보려고 계속 갱신을 하는데 갱신이 안되고 멈춥니다 빠른 개선 부탁드립니다 날짜도 13일 기록으로만 남고 갱신이 안됩니다
1269,1,내 명의 핸드폰이 아닙니다 눌러도 계속 통신사 등을 선택하라고 해서 짜증 나네요 이 점 개선해주세요
1272,1,신협 카드는 왜 연결할 수가 없나요 연결할 수 있게 해주세요
1274,4,기본적인 계좌 입출금 내역이 바로바로 반영되지 않습니다 심지어 34일이 지나도 업데이트가 안되네요 기본적인 기능일 텐데 왜 이럴까요 개인적으로 편리해서 정말 좋아하는 어플이라서 빨리 개선을 해주셨으면 좋겠습니다
1279,3,주식 관련하여 사용도 하지만 만보기로 많이 활용하고 있습니다 갤럭시 워치 3와 연동되게 스마트워치 용 앱 개발 부탁드립니다
1286,4,티머니 카드 소비내역도 볼 수 있었으면 좋겠어요
1288,4,다 좋은데 요즘 너무 튕겨요 앱 누르면 들어가질 것처럼 하다가 안 들어가죠요 정말 필요할 때 불편할 듯
1289,3,계좌 잔액 변경 때 실시간으로 적용되게 좀 해주세요 새로 고침을 눌러도 입출금 사항이 바로 적용 안 되어 있어 요즘 슬슬 쓰기 싫어지네요 가장 기본적인 기능이 되어야 하지 않나요 개발자 관리자님들은 토스 안 쓰시나 봐요 쓰시면 다들 느끼는 불편일 텐데요
1316,1,부동산 소액 투자를 중개하다 갑자기 중단하면 투자한 고객은 어쩌라고요 신규 가입을 중지하고 기존 투자자는 만기 때까지 관리를 해줘야 상식 아닌가요 신용 젤로
1321,3,다 좋으나 매수 매도 주문 및 취소 주문 시 매번 비번 입력해야 됨에 따라 너무 많이 늦음 급등주는 못하겠음 여타 주식 MTS는 초기 접속 시 한 번만 비번 입력만 하면 되는데 여기는 그렇게 보안이 허술한가요 시급하게 개선이 필요할 것 같음 아니면 더 이상 주식 관련된 업무를 토스에서 못할 것 같음
1322,4,그래도 꽤 많이 개선하긴 하였으며 의문은 증권 중개 수수료인지 세금인지 뭔가 빠져나가는 금액이 좀 있다
1324,1,인증번호 안 날아오고 카톡에도 토스 안 떠요 이메일로도 가능하게 해주세요
1355,1,Short에 광고 좀 안 나오면 좋겠다
1359,4,네이버 페이 하고도 연계하면 좋을 것 같아요
1360,4,토스 주식 거래 시마다 매번 인증해야 하는데 최초 인증을 하고 나면 그 뒤부터는 앱 종료 시까지 인증이 불필요한 게 맞는 거 같아요 거래 시마다 인증하려니 오래 걸려서 거래 실패하는 경우도 있어요
1371,1,토스 가입 해지해주세요 저번에 문자 보냈는데 답장이 없어서 
1372,2,토스 증권은 그 어떤 증권과 비교해도 차별화되고 한 화면에서 매출액 영업익을 구분할 수 있습니다 또한 상장되어 있는 여러 회사들을 비교할 수 있습니다 이번에 큰맘 먹고 타사에서 전 종목을 옮겼는데 시간 외 거래가 안된다니 놀랍더라고요 예약 주문만 되고 예약도 정규 거래시간의 거래만 된다고요 또한 거래 시 잔액의 최대 수량 이런 활성화 버튼이 없어서 너무 불편하고 잔액이 얼마 남았는지 확인하고 수량을 입력해야 해서 엄청 불편해요 관련 기능 빨리 부탁드립니다
1375,2,토스 증권 편의성은 좋지만 서버 렉이 너무 심해서 거래하기가 너무 힘드네요 서버 개선 좀 부탁드립니다
1376,2,오늘따라 혜택 탭 접속에 오류가 생겼는데 요게 업데이트를 했음에도 해결이 안 되네요 해결 부탁드립니다 혜택 탭 안되면 제게 토스는 말짱 꽝입니다
1425,1,숨은 보험금 찾기 보고 다운로드하는 사람들 많을 거라 생각돼서 한마디 하자면 지금은 어떤지 모르겠는데 몇 달 전 설치하고 보니 병원 영수증 일일이 스캔하라고 뜨던데 지금도 그런 식이면 그냥 보험사 우편 보내고 말지 뭐 하러 어플로 인식시키고 보험사 요청 서류 우편 발송 시키고 두 번 열이 시키는지 어플 의미가 없었습니다 정부 지원 관련도 일일이 인증받아 깔아놔도 해당되는 게 없길 다반사고 친구 동생 나까지 포함 6명이 호기심에 깔아 조회했는데 6명 다 지원금 관련 해당사항이 없었습니다 이것저것 개인 정보 입력에 인증에 리스크 떠안고 정보 입력해서 별 소득도 못 얻는 무용지물 어플이라는 게 개인적인 생각입니다 아직 많은 개선도 필요하고요 호기심에 다운로드하실 분 참고하시던지 말던지 
1428,3,내가 매수한 주식을 세금 및 수수료를 포함해서 얼마부터 팔아야 수익이 발생하는지 알려주는 기능이 필요합니다
1449,1,에이치피 오라는 회사가 검색하면 캔낫 프로퍼티 어쩌고 하며 불러와지지 않아요 확인 부탁합니다
1453,2,업데이트해야 송금된다고 해서 들어왔는데 그냥 열기밖에 안 뜨네요 개선 부탁드립니다
1459,2,업데이트 전 카드에 남은 금액이 8만 원으로 명시되어있었으나 업데이트 후 갑자기 8만 원이 증발해버렸습니다;;; 그렇다고 어디에 사용했다는 내역도 없는 데다가 이번 달 지출을 전부 더해봐도 8만 원이 비는 건 맞더군요 확인 부탁드립니다
1461,4,증권 매수매도할 때 정정 기능이 있으면 좋겠어요 취소만 있으니 불편하네요
1462,1,잘 되던 앱이 오류 발생으로 꺼집니다 튕겨요 다시 실행되게 해주세요
1471,1,송금이 안되네요 업데이트는 자주 되는데 개선되는 게 뭔지 자꾸 렉 걸리고
1472,3,증권 부분 탭 메뉴를 좀 많이 썼으면 좋겠어요 스크롤이 너무 길어서 오히려 가독성이 떨어지네요 보다가 어지러울 정도에요 매출액이나 영업이익만 중요한 게 아니라 작년 주당 배당금이 얼마고 부채는 얼마가 있고 이런 것도 중요한 정보인데 어디서 봐야 하는지 못 찾겠네요 찾아보기 복잡한 건지 그런 정보가 없는 건지 아직 초기라서 그런 걸 수도 있지만 아쉬움이 많습니다
1493,1,핸드폰 업데이트 후 우리은행 계좌 연결이 안 됩니다 홈페이지에서 계좌 인증을 하라는데 진행을 하고 비밀번호를 맞게 넣어도 LOGIN400 에러만 발생하네요 확인 부탁드립니다
1498,2,증권 서비스를 야심 차게 준비하였으나 디테일이 많이 부족하네요 직관적이고 보기에는 편합니다만 보유하거나 관심 있는 주식이 늘어나게 되면 이 장점마저 단점이 될 수 있겠네요 토스 증권 어플을 새로 개발하거나 아니면 증권 서비스 자체를 중지하는 것이 나을 것 같습니다 계좌이체 등 업무도 기존 은행 어플들과 카카오페이 등이 업데이트를 함에 따라 크게 메리트를 못 느끼겠고요 타 경쟁 어플들에 차별화되는 무언가가 필요할 것 같습니다 차별화된 결과가 증권 서비스였다면 큰 실망이고요
1501,1,국민카드 내역이 안 떠요 다른 카드들 사용내역 잘 뜨고 국민카드도 멀쩡히 뜨고 있었는데 어느 순간부터 사용내역이 0 이예요 지웠다가 다시 연결해도 안되고 업데이트해도 안되네요 해결해주세요
1516,1,토스 증권 이벤트 참여했는데 1주를 안주네요 친구 초대해서 친구는 2주 받았는데 저는 안 줬습니다 초대자만 늦게 들어오는 건지 아니면 어떠한 이유인지 해결 부탁드려요
1531,1,수수료에 대한 안내 없이 자동으로 수수료 포함 이체가 되네요 이체 버튼 누르기 전에 수수료 500원이라고 안내가 필요하지 않을까요 솔직히 토스 앱은 매달 수수료 무료 10회 때문에 사용했는데 이에 대한 안내가 언제가 인지 사라져있네요 개선 부탁드립니다
1537,2,신협도 추가해주세요
1539,4,토스 주식 이동평균선 설정할 수 있게 해주세요
1549,3,토스 증권에 관심종목이 정해둔 가격에 오면 푸시로 알려주는 알람 기능 추가해주세요
1551,3,새마을금고 체크카드는 왜 실적인 정 안 해줘요 해줘 체크카드 잘만 쓰고 있는데 자기들이 못 읽는다고 나한테 신용등급 생각해 체카 좀 쓰라고 경고 날리는 토스 분발해주라 요즘 비슷한 앱 많다 갈아타기 십상이다
1552,4,토스 증권 서버 좀 늘릴 필요가 있을 것 같습니다 오늘 역대급으로 끊기는 것을 보아하니
1565,1,알림 설정 전부 거부했는데도 오늘의 주식 정보 푸시 메시지로 날아옵니다 수정해주세요
1572,1,보험금 찾아준다 해서 들어가 보니 받을 금액이 없네요 가입하면서 입력된 개인 정보들 모두 삭제 부탁드립니다
1576,2,토스 증권 주식 무료 증정 때문에 쉽게 접해서 좋습니다만 증권 만들어가면 느려터져서 속까지 터집니다 툭하면 정보를 불러올 수 없어요 다시 시도해주세요 이래서 다시 눌러도 똑같습니다 들어가도 흰 화면에 회색 화면 글자 몇 개만 보이네요 이것 때문에 무료로 주식계좌 변경할 수만 타 증권계좌로 이 갈아타고 싶네요
1585,1,비밀번호를 5번 틀리고 앱 삭제했다가 다시 다운로드하니깐 아예 막아져있네요  제 계정 원래대로 복구 좀 해주세요
1593,4,사용하기 편하데 약간 불편해 써요 송금하려고 하니까 낯선 패턴이 발견되다고 하면서 문자가 왔써요 오늘 송금하려고 하니까 정보를 보호하려고 막아두었다고 이 문자 뜨면서 인증을 하래요 근데 저는 중학교에서 학생증을 안 줘서 인증을 할래요 다음부터 인증할 때 학교와 전화번호 이름만 인증하면 풀리는 거로 해서 하면 좋겠어요
1605,3,보안을 위해서 캡처 못 하게 하면 좋겠습니다 개인 정보 털릴까 봐 조금 무섭네요
1611,3,내 토스 머니라고 뜨면서 1만 원이 없어졌는데 이유 좀 요 빨리 부탁합니다
1617,4,어제 토스 증권 계좌 개설하고 주식 받기를 눌렀는데 아직까지도 신분증 확인 중이라는 오류가 뜨고 있습니다 확인이 완료되면 알림을 보내드릴게요 꼭꼭 확인 부탁드립니다
1621,3,주식 1주 계좌개설했는데 오류로 지급이 안 되네요 신분증 확인 중 확인이 되면 알림을 보내드릴게요 하고 계속 로딩 중 껐다 켜도 동일 주식 탭은 이용돼요 다시 계좌개설 진행이 안돼요 계속 신분증 확인 알림 보내준단 화면만이에요 무조건 기다리면 신분증 확인이 진행돼서 해결되는지 확인해주세요
1637,2,토스 머니 카드가 없어져서 발급도 못하고 발급 못한 저한테는 필요가 없네요
1645,1,주식 창 접속도 엄청 느리고 주식하는 사람들 중에 시간이 중요한 사람들이 얼마나 많은데 주식 한 번 사려고 하면 무슨 20년 기다리는 느낌임;; 다른 건 편리하고 좋아서 오랜 기간 사용해왔는데 주식 부분은 개선이 좀 필요해 보입니다
1676,1,이거 한번 가입되면 영구 보존되나요 탈퇴하고 싶은데 왜 안 되나요 정보 유출 안된다는 확신할 수 있나요 자세하게 해명해주세요 비번 기억 안 나는데 뭐 제거하려고 해도 기존 가입한 건 탈퇴하고 삭제해야 하지 되지 않나 싶은데요 광고상 숨은 보험 찾은 것 많다고 하는데 보험회사는 여러 보험회사 가 많지 않네요 허위광고인가요 보통 토스 안 하면 그만인데 하죠 하도 광고해서 얼떨결에 나도 모르게 클릭해서 접속하다 보니 다운로드하고 그러다 보니 자세하게 보게 되네요 구체적인 설명이 필요할 것 같습니다 앱 개발자님 아님 탈퇴할 수 있는 간단한 방법을 소개해 주시던지요
1683,1,유튜브 15분짜리 동영상 중 3번 이상이 토스야 너무한 거 아니냐 광고처럼 보험금 찾아봤다 근데 국가랑 뭐가 다르냐 해줄 것처럼 연예인들 불러다가 광고했으면 좀 제대로 토스만의 간편함을 줘야지 조건을 달아놓고 찾아가라고 지원금도 마찬가 지드만 말만 개선한다 하지 말고 행동으로 보여봐 그러면 광고를 안 해도 우리 국민들이 이용을 많이 해
1686,3,해외 거주 중입니다 다른 것들은 다 되는데 아무리 해도 주식 폴더가 열리지가 않네요 503error이라고 에러 창망 뜨네요 저만 그런 게 아니라 제 주위 사람들도 똑같다 그래요 이것 좀 해결해주세요
1704,1,저기 제가 14일 날 월급을 받았는데 왜 잔액이 월급 받은 후로 바뀌지 않나요 이 부분 개선 좀 해주세요
1718,3,주식거래가 급할 때 접속 시 토스 홈 로딩에서 주식 클릭하고 로딩 하 안 그래도 느리고 불편했는데 잠금 화면까지 생겼네요 첫 접속화면을 토스 계좌 메인이거나 주식으로만 설정할 수 있게 해주세요 아님 토스 주식 앱을 따로  업데이트가 너무 잦아 느려서 손해 보는 일이 많아요 느리다고 고객센터 문의하니 업데이트를 안 해서라는데 그렇다고 업데이트를 매번 한다고 버벅거림이 없는 것도 아니고요 급할 땐 환장합니다 초보에게 유용하고 접근성이 쉬운 점은 있으나 초보 주린 이가 계속 어린이도 아니고요 고수 멤버 유도를 위해서라도 앱의 편리성이 극대화될 필요는 있어 보입니다 매수매도 간단 주문이라던가 상한가까지 틱 거래 시세차트를 유저가 봉이나 지금처럼 선으로 조정할 수 있는 정도의 여유는 주시면 감사하겠습니다 토스로 시작한 사람은 봉 차트 볼 줄도 모르면 안 되잖아요
1719,3,주식 메뉴에서 코스피 코스닥 해외 상황을 확인할 수 있도록 하고 전체 주식을 한꺼번에 볼 수 있는 메뉴 토론방이 능호가 쉽게 확인할 수 있게 해주세요
1729,3,사용하지 않는 통장 해지한 통장까지 올라오는데 어떻게 안 되나요 삭제가 안되면 숨길 수 있으면 좋겠네요
1733,1,진짜 새로 고침 반응 엄청 느리네 새로 고침하고 수정된 금액이 아주 늦게 뜹니다 개선 좀 해야 될 듯
1739,2,그리 좋은 편이 아님 조금 노력 부탁드립니다
1740,4,그 point 돈으로 밖뀌 준다면 좋겠지
